,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,491000.0,799000.0,563000.0,281000.0
Total Liab,22840000.0,19438000.0,14878000.0,12005000.0
Total Stockholder Equity,124230000.0,110083000.0,94303000.0,87251000.0
Deferred Long Term Liab,158000.0,214000.0,,
Other Current Liab,9932000.0,8763000.0,6654000.0,4578000.0
Total Assets,147070000.0,129521000.0,109181000.0,99256000.0
Common Stock,113177000.0,112713000.0,112713000.0,112713000.0
Other Current Assets,879000.0,469000.0,158000.0,338000.0
Retained Earnings,-7461000.0,-17450000.0,-31471000.0,-37222000.0
Other Liab,3442000.0,3401000.0,2388000.0,1896000.0
Treasury Stock,18514000.0,14820000.0,13061000.0,11760000.0
Other Assets,12416000.0,13381000.0,14840000.0,14154000.0
Cash,91781000.0,72180000.0,69433000.0,62989000.0
Total Current Liabilities,18024000.0,15961000.0,11968000.0,9163000.0
Deferred Long Term Asset Charges,11746000.0,12893000.0,14808000.0,14134000.0
Other Stockholder Equity,18514000.0,14820000.0,13061000.0,11760000.0
Property Plant Equipment,9616000.0,6729000.0,5268000.0,3464000.0
Total Current Assets,124547000.0,108612000.0,88510000.0,81357000.0
Net Tangible Assets,123739000.0,109284000.0,93740000.0,86970000.0
Net Receivables,16946000.0,19843000.0,8619000.0,8923000.0
Inventory,11838000.0,14018000.0,8936000.0,7728000.0
Accounts Payable,3385000.0,3225000.0,1836000.0,1405000.0
