,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,178187000.0,161742000.0,16447000.0,9880000.0
Capital Surplus,1244000.0,1244000.0,1244000.0,1244000.0
Total Liab,536756000.0,506677000.0,297490000.0,171175000.0
Total Stockholder Equity,858912000.0,826450000.0,280265000.0,123969000.0
Other Current Liab,57923888.0,112283219.0,61023000.0,15421000.0
Total Assets,1395668000.0,1333127000.0,577755000.0,295144000.0
Common Stock,1282570000.0,1288923000.0,748137000.0,624015000.0
Other Current Assets,17420000.0,35427000.0,12908000.0,1380000.0
Retained Earnings,115437000.0,78108000.0,74500000.0,43616000.0
Other Liab,48164000.0,38361000.0,29594000.0,232000.0
Good Will,324293000.0,324293000.0,105423000.0,44317000.0
Treasury Stock,-540339000.0,-541825000.0,-543616000.0,-544906000.0
Cash,56848000.0,39189000.0,21443000.0,13278000.0
Total Current Liabilities,83675000.0,155061000.0,93759000.0,38275000.0
Short Long Term Debt,50000.0,,,
Other Stockholder Equity,-540339000.0,-541825000.0,-543616000.0,-544906000.0
Property Plant Equipment,745374000.0,691328000.0,364706000.0,189313000.0
Total Current Assets,147814000.0,155764000.0,90682000.0,49184000.0
Net Tangible Assets,356432000.0,340415000.0,158395000.0,69772000.0
Net Receivables,65187000.0,71847000.0,50313000.0,30869000.0
Long Term Debt,363722000.0,313255000.0,157210000.0,115403000.0
Inventory,6643000.0,7552000.0,5595000.0,2984000.0
Accounts Payable,19074000.0,37329000.0,27240000.0,19012000.0
Other Assets,,,497000.0,2450000.0
Deferred Long Term Asset Charges,,,497000.0,2450000.0
