,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Total Liab,1210857000.0,687413000.0,767922000.0,817217000.0
Total Stockholder Equity,2463795000.0,2406478000.0,2288394000.0,2128252000.0
Other Current Liab,49577000.0,23564000.0,75854000.0,63974000.0
Total Assets,3674652000.0,3093891000.0,3056316000.0,2945469000.0
Common Stock,2183727000.0,2183727000.0,2183727000.0,2183727000.0
Retained Earnings,229860000.0,150372000.0,59260000.0,-94270000.0
Other Liab,365334000.0,207195000.0,150129000.0,154873000.0
Treasury Stock,50208000.0,72379000.0,45407000.0,38795000.0
Other Assets,167827000.0,95838000.0,76510000.0,20466000.0
Cash,372592000.0,335164000.0,323226000.0,37385000.0
Total Current Liabilities,355782000.0,295033000.0,325323000.0,279621000.0
Deferred Long Term Asset Charges,15197000.0,,419000.0,16448000.0
Short Long Term Debt,93453000.0,108248000.0,93496000.0,45187000.0
Other Stockholder Equity,50208000.0,72379000.0,45407000.0,38795000.0
Property Plant Equipment,2686841000.0,2249121000.0,2315527000.0,2542668000.0
Total Current Assets,723789000.0,682747000.0,658743000.0,377373000.0
Long Term Investments,96195000.0,66185000.0,5536000.0,4962000.0
Net Tangible Assets,2463795000.0,2406478000.0,2288394000.0,2128252000.0
Net Receivables,140530000.0,83170000.0,65910000.0,59823000.0
Long Term Debt,468609000.0,185185000.0,292470000.0,382723000.0
Inventory,202157000.0,259909000.0,264221000.0,276869000.0
Accounts Payable,117031000.0,101064000.0,94688000.0,102551000.0
