,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Intangible Assets,589700000.0,500400000.0,647600000.0,483800000.0
Total Liab,5270300000.0,4273600000.0,4196400000.0,3821700000.0
Total Stockholder Equity,3137200000.0,2968200000.0,2903200000.0,2962300000.0
Minority Interest,48800000.0,57200000.0,64800000.0,1200000.0
Other Current Liab,551200000.0,546500000.0,423900000.0,315800000.0
Total Assets,8456300000.0,7299000000.0,7164400000.0,6785200000.0
Common Stock,2659100000.0,2138000000.0,2110100000.0,2068500000.0
Other Current Assets,156700000.0,69900000.0,71100000.0,63800000.0
Retained Earnings,1148400000.0,1193700000.0,1232300000.0,1459600000.0
Other Liab,743600000.0,666700000.0,580400000.0,590900000.0
Good Will,1154400000.0,1194200000.0,1050300000.0,1093300000.0
Treasury Stock,-670300000.0,-363500000.0,-439200000.0,-565800000.0
Other Assets,430200000.0,567700000.0,426700000.0,497200000.0
Cash,920500000.0,412600000.0,514600000.0,516900000.0
Total Current Liabilities,2169400000.0,1634600000.0,1611400000.0,1297300000.0
Deferred Long Term Asset Charges,309000000.0,317200000.0,268700000.0,323100000.0
Short Long Term Debt,615000000.0,52200000.0,154000000.0,23100000.0
Other Stockholder Equity,-670300000.0,-363500000.0,-439200000.0,-565800000.0
Property Plant Equipment,3316400000.0,2899600000.0,2866200000.0,2741500000.0
Total Current Assets,2664000000.0,1835800000.0,1960300000.0,1784800000.0
Long Term Investments,301600000.0,301300000.0,213300000.0,184600000.0
Net Tangible Assets,1393100000.0,1273600000.0,1205300000.0,1385200000.0
Net Receivables,976800000.0,765800000.0,748100000.0,665700000.0
Long Term Debt,2123600000.0,1972200000.0,2004500000.0,1932300000.0
Inventory,610000000.0,587500000.0,626500000.0,538400000.0
Accounts Payable,739700000.0,863200000.0,862200000.0,795500000.0
