,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,1660000000.0,1991000000.0,2149000000.0,2152000000.0
Total Liab,942047000000.0,906853000000.0,907305000000.0,912658000000.0
Total Stockholder Equity,72008000000.0,69594000000.0,67306000000.0,63114000000.0
Minority Interest,5000000.0,55000000.0,554000000.0,546000000.0
Other Current Liab,9681000000.0,21032000000.0,21455000000.0,8804000000.0
Total Assets,1014060000000.0,976502000000.0,975165000000.0,976318000000.0
Common Stock,38282000000.0,38283000000.0,37535000000.0,35266000000.0
Other Current Assets,11096000000.0,23156000000.0,18410000000.0,3011000000.0
Retained Earnings,31211000000.0,29215000000.0,29219000000.0,27180000000.0
Other Liab,5455000000.0,4898000000.0,5197000000.0,18822000000.0
Good Will,5284000000.0,5974000000.0,6941000000.0,7872000000.0
Treasury Stock,2515000000.0,2096000000.0,552000000.0,668000000.0
Other Assets,778475000000.0,759510000000.0,748191000000.0,751061000000.0
Cash,27307000000.0,16655000000.0,22897000000.0,23117000000.0
Total Current Liabilities,783479000000.0,741010000000.0,745504000000.0,736092000000.0
Deferred Long Term Asset Charges,2060000000.0,1675000000.0,1439000000.0,906000000.0
Short Long Term Debt,18764000000.0,26241000000.0,28679000000.0,19470000000.0
Other Stockholder Equity,2666000000.0,2359000000.0,817000000.0,963000000.0
Property Plant Equipment,5602000000.0,2383000000.0,2576000000.0,3873000000.0
Total Current Assets,135189000000.0,117057000000.0,130177000000.0,124996000000.0
Long Term Investments,87850000000.0,89587000000.0,85131000000.0,86364000000.0
Net Tangible Assets,65064000000.0,61629000000.0,58216000000.0,53090000000.0
Short Term Investments,16858000000.0,12732000000.0,13520000000.0,32548000000.0
Net Receivables,3018000000.0,6084000000.0,10710000000.0,1635000000.0
Long Term Debt,150544000000.0,160945000000.0,156604000000.0,157744000000.0
Accounts Payable,685219000000.0,623158000000.0,615662000000.0,617597000000.0
