,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Intangible Assets,220900000.0,237600000.0,214500000.0,153300000.0
Total Liab,14687700000.0,12978200000.0,13791000000.0,10883000000.0
Total Stockholder Equity,6063400000.0,5613000000.0,5162100000.0,4863800000.0
Minority Interest,103100000.0,1700000.0,6100000.0,5000000.0
Other Current Liab,7021400000.0,5820600000.0,6660200000.0,4933000000.0
Total Assets,20854200000.0,18592900000.0,18959200000.0,15751800000.0
Common Stock,2406800000.0,2324900000.0,2224300000.0,2131500000.0
Other Current Assets,79500000.0,83800000.0,88000000.0,55800000.0
Retained Earnings,3686600000.0,3289600000.0,2936000000.0,2824000000.0
Other Liab,2069100000.0,2113400000.0,1829400000.0,900800000.0
Good Will,1194200000.0,1209200000.0,1230200000.0,1170400000.0
Treasury Stock,-30000000.0,-1500000.0,1800000.0,-91700000.0
Other Assets,10714100000.0,9075200000.0,8808600000.0,7585100000.0
Cash,1249200000.0,1008400000.0,750100000.0,1715800000.0
Total Current Liabilities,10757700000.0,8824300000.0,9706300000.0,7575600000.0
Deferred Long Term Asset Charges,129400000.0,109500000.0,305500000.0,251300000.0
Short Long Term Debt,2162000000.0,2060800000.0,2508600000.0,2438400000.0
Other Stockholder Equity,-5300000.0,98000000.0,91700000.0,24400000.0
Property Plant Equipment,425800000.0,432300000.0,348800000.0,360300000.0
Total Current Assets,6261300000.0,5857900000.0,6495600000.0,4932600000.0
Long Term Investments,2037900000.0,1780700000.0,1861500000.0,1550100000.0
Net Tangible Assets,4648300000.0,4166200000.0,3717400000.0,3540100000.0
Net Receivables,2749200000.0,2806600000.0,3639600000.0,1777300000.0
Long Term Debt,1860500000.0,2031300000.0,2223000000.0,2347000000.0
Inventory,2152000000.0,1923000000.0,1980000000.0,1345600000.0
Accounts Payable,3413900000.0,2964600000.0,2775200000.0,2593700000.0
Short Term Investments,,,,1200000.0
