,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Total Liab,2060635.0,1006822.0,1059595.0,2233180.0
Total Stockholder Equity,53427042.0,21819078.0,41632908.0,52115510.0
Other Current Liab,104205.0,95995.0,340995.0,1398740.0
Total Assets,55487677.0,22825900.0,42692503.0,54348690.0
Common Stock,59500883.0,29807308.0,39836041.0,39836164.0
Retained Earnings,-6751967.0,-9132908.0,956081.0,16890681.0
Other Liab,49351.0,45685.0,42303.0,212038.0
Treasury Stock,678126.0,1144678.0,840786.0,-4611335.0
Other Assets,293137.0,349272.0,375111.0,224968.0
Cash,45693727.0,18620857.0,35739484.0,46819151.0
Total Current Liabilities,1999651.0,961137.0,1017292.0,2021142.0
Other Stockholder Equity,678126.0,1144678.0,840786.0,-4611335.0
Property Plant Equipment,309627.0,328530.0,378372.0,308600.0
Total Current Assets,54884913.0,22148098.0,41503681.0,53330955.0
Net Tangible Assets,53427042.0,21819078.0,41632908.0,52115510.0
Short Term Investments,8579785.0,1469956.0,2646670.0,5807628.0
Net Receivables,478644.0,299182.0,2964265.0,598798.0
Accounts Payable,31931.0,139616.0,23759.0,1580.0
Other Current Assets,,1584349.0,,
Long Term Investments,,349272.0,435339.0,484167.0
