,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,109000000.0,94000000.0,82000000.0,113000000.0
Total Liab,4175000000.0,4547000000.0,4424000000.0,4498000000.0
Total Stockholder Equity,9563000000.0,10169000000.0,10710000000.0,10236000000.0
Minority Interest,-1000000.0,-1000000.0,-1000000.0,-1000000.0
Other Current Liab,174000000.0,378000000.0,383000000.0,451000000.0
Total Assets,13737000000.0,14715000000.0,15133000000.0,14733000000.0
Common Stock,13943000000.0,14212000000.0,14493000000.0,14747000000.0
Other Current Assets,55000000.0,146000000.0,128000000.0,101000000.0
Retained Earnings,-765000000.0,-448000000.0,-367000000.0,-982000000.0
Other Liab,2242000000.0,2268000000.0,2164000000.0,2110000000.0
Good Will,139000000.0,139000000.0,139000000.0,139000000.0
Treasury Stock,-3615000000.0,-3595000000.0,-3416000000.0,-3529000000.0
Other Assets,514000000.0,532000000.0,659000000.0,871000000.0
Cash,1315000000.0,1408000000.0,2970000000.0,2675000000.0
Total Current Liabilities,1271000000.0,1688000000.0,1664000000.0,1744000000.0
Deferred Long Term Asset Charges,123000000.0,155000000.0,245000000.0,276000000.0
Short Long Term Debt,29000000.0,2000000.0,333000000.0,1000000.0
Other Stockholder Equity,-3566000000.0,-3490000000.0,-3333000000.0,-3503000000.0
Property Plant Equipment,9680000000.0,9596000000.0,8196000000.0,8373000000.0
Total Current Assets,2663000000.0,3401000000.0,4821000000.0,4332000000.0
Long Term Investments,632000000.0,953000000.0,1236000000.0,905000000.0
Net Tangible Assets,9315000000.0,9936000000.0,10489000000.0,9984000000.0
Net Receivables,558000000.0,895000000.0,834000000.0,745000000.0
Long Term Debt,53000000.0,60000000.0,38000000.0,42000000.0
Inventory,735000000.0,952000000.0,886000000.0,781000000.0
Accounts Payable,558000000.0,798000000.0,743000000.0,697000000.0
Short Term Investments,,,3000000.0,30000000.0
