,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,63003000.0,64631000.0,69067000.0,75237000.0
Total Liab,2351277000.0,1600951000.0,1639710000.0,1376837000.0
Total Stockholder Equity,3446342000.0,3167410000.0,2911006000.0,2790459000.0
Minority Interest,30983000.0,30383000.0,26926000.0,22448000.0
Other Current Liab,166370000.0,88945000.0,83691000.0,86633000.0
Total Assets,5828602000.0,4798744000.0,4577642000.0,4189744000.0
Common Stock,717925000.0,552250000.0,388381000.0,386309000.0
Other Current Assets,20613000.0,44681000.0,6419000.0,18006000.0
Retained Earnings,2511580000.0,2397436000.0,2337241000.0,2229200000.0
Other Liab,328026000.0,354901000.0,306543000.0,299554000.0
Treasury Stock,216837000.0,217724000.0,185384000.0,174950000.0
Other Assets,2645826000.0,2558342000.0,2507840000.0,2320531000.0
Cash,313195000.0,215048000.0,170544000.0,80224000.0
Total Current Liabilities,785444000.0,899108000.0,829964000.0,743425000.0
Deferred Long Term Asset Charges,3227000.0,,,
Short Long Term Debt,187000.0,370049000.0,240052000.0,200068000.0
Other Stockholder Equity,216837000.0,217724000.0,185384000.0,174950000.0
Property Plant Equipment,1798574000.0,696207000.0,660337000.0,625112000.0
Total Current Assets,1298331000.0,1456340000.0,1317618000.0,1112433000.0
Long Term Investments,22868000.0,23224000.0,22780000.0,56431000.0
Net Tangible Assets,3383339000.0,3102779000.0,2841939000.0,2715222000.0
Short Term Investments,30237000.0,28883000.0,31458000.0,1692000.0
Net Receivables,511579000.0,741862000.0,724690000.0,640686000.0
Long Term Debt,195000000.0,345000000.0,500000000.0,330000000.0
Inventory,391984000.0,395965000.0,345287000.0,315968000.0
Accounts Payable,283838000.0,221323000.0,229267000.0,182917000.0
