,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,91725000.0,88087000.0,83618000.0,85987000.0
Total Liab,697908000.0,631119000.0,585171000.0,746732000.0
Total Stockholder Equity,980247000.0,719954000.0,639949000.0,583406000.0
Minority Interest,1812000.0,2233000.0,2397000.0,6561000.0
Other Current Liab,13581000.0,21059000.0,25821000.0,81017000.0
Total Assets,1679967000.0,1353306000.0,1227517000.0,1336699000.0
Common Stock,878652000.0,631697000.0,610951000.0,602571000.0
Other Current Assets,131000.0,897000.0,1720000.0,178900000.0
Retained Earnings,109432000.0,89110000.0,37138000.0,-17067000.0
Other Liab,16271000.0,16191000.0,15692000.0,33372000.0
Good Will,665712000.0,646442000.0,594118000.0,561844000.0
Treasury Stock,-7837000.0,-853000.0,-8140000.0,-2098000.0
Other Assets,35591000.0,20884000.0,21280000.0,23021000.0
Cash,126300000.0,47610000.0,40154000.0,39755000.0
Total Current Liabilities,329429000.0,234203000.0,242661000.0,282976000.0
Deferred Long Term Asset Charges,34710000.0,18424000.0,17755000.0,18664000.0
Short Long Term Debt,76000.0,35000.0,8000.0,
Other Stockholder Equity,1397000.0,7308000.0,-3645000.0,-202000.0
Property Plant Equipment,233169000.0,60745000.0,52590000.0,49781000.0
Total Current Assets,653770000.0,537148000.0,475911000.0,616066000.0
Net Tangible Assets,222810000.0,-14575000.0,-37787000.0,-64425000.0
Net Receivables,155513000.0,155063000.0,140617000.0,130861000.0
Long Term Debt,229072000.0,380725000.0,326818000.0,430384000.0
Inventory,363049000.0,326147000.0,287337000.0,261627000.0
Accounts Payable,171478000.0,142444000.0,146165000.0,133966000.0
