,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Total Liab,900576000.0,583627000.0,454650000.0,375300000.0
Total Stockholder Equity,2185917000.0,1321455000.0,940370000.0,817400000.0
Other Current Liab,44759000.0,26760000.0,18739000.0,13700000.0
Total Assets,3086493000.0,1905082000.0,1395020000.0,1192700000.0
Common Stock,2150628000.0,1282846000.0,835578000.0,696300000.0
Other Current Assets,850000.0,3120000.0,39316000.0,4900000.0
Retained Earnings,35289000.0,38609000.0,104792000.0,121100000.0
Cash,38425000.0,6413000.0,5515000.0,2900000.0
Total Current Liabilities,50602000.0,45245000.0,24364000.0,17700000.0
Property Plant Equipment,1852615000.0,1328445000.0,855564000.0,760400000.0
Total Current Assets,59597000.0,18735000.0,49499000.0,12200000.0
Long Term Investments,1174281000.0,557902000.0,489957000.0,420100000.0
Net Tangible Assets,2185917000.0,1321455000.0,940370000.0,817400000.0
Net Receivables,20322000.0,9202000.0,4668000.0,4400000.0
Long Term Debt,849974000.0,538382000.0,430286000.0,357600000.0
Short Long Term Debt,,8126000.0,,
