,2020-06-28,2019-06-30,2018-06-24,2017-06-25
Intangible Assets,3521000000.0,3576000000.0,2310000000.0,2317000000.0
Total Liab,29440000000.0,13432000000.0,12542000000.0,13167000000.0
Total Stockholder Equity,8742000000.0,10101000000.0,10481000000.0,9526000000.0
Minority Interest,290000000.0,383000000.0,368000000.0,350000000.0
Other Current Liab,813000000.0,810000000.0,823000000.0,1169000000.0
Total Assets,38472000000.0,23916000000.0,23391000000.0,23043000000.0
Common Stock,6197000000.0,6033000000.0,6201000000.0,5719000000.0
Other Current Assets,883000000.0,270000000.0,874000000.0,1260000000.0
Retained Earnings,2329000000.0,3783000000.0,4073000000.0,3554000000.0
Other Liab,1177000000.0,1692000000.0,1314000000.0,1438000000.0
Good Will,4196000000.0,4217000000.0,4155000000.0,4216000000.0
Treasury Stock,216000000.0,285000000.0,207000000.0,253000000.0
Other Assets,1732000000.0,1482000000.0,730000000.0,833000000.0
Cash,2068000000.0,1066000000.0,1273000000.0,909000000.0
Total Current Liabilities,13191000000.0,8885000000.0,9029000000.0,8952000000.0
Deferred Long Term Asset Charges,1327000000.0,736000000.0,271000000.0,372000000.0
Short Long Term Debt,1807000000.0,,500000000.0,
Other Stockholder Equity,216000000.0,285000000.0,207000000.0,253000000.0
Property Plant Equipment,20804000000.0,8252000000.0,9026000000.0,8438000000.0
Total Current Assets,8125000000.0,6298000000.0,7014000000.0,7121000000.0
Long Term Investments,94000000.0,91000000.0,156000000.0,118000000.0
Net Tangible Assets,1025000000.0,2308000000.0,4016000000.0,2993000000.0
Net Receivables,548000000.0,470000000.0,420000000.0,411000000.0
Long Term Debt,1904000000.0,2852000000.0,2199000000.0,2775000000.0
Inventory,4434000000.0,4280000000.0,4233000000.0,4207000000.0
Accounts Payable,5843000000.0,5219000000.0,5149000000.0,5195000000.0
Short Term Investments,,45000000.0,,
