,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,5367000.0,2503000.0,,
Total Liab,74120000.0,55595000.0,32841000.0,20166000.0
Total Stockholder Equity,189719000.0,93069000.0,106717000.0,119343000.0
Other Current Liab,54092000.0,37585000.0,17670000.0,7782000.0
Total Assets,263839000.0,148664000.0,139558000.0,139509000.0
Common Stock,265763000.0,141856000.0,141258000.0,138381000.0
Other Current Assets,8429000.0,7910000.0,7812000.0,7740000.0
Retained Earnings,-102418000.0,-64361000.0,-47250000.0,-30104000.0
Other Liab,1416000.0,1046000.0,768000.0,534000.0
Treasury Stock,26374000.0,15574000.0,12542000.0,10899000.0
Other Assets,16065000.0,13769000.0,11351000.0,10300000.0
Cash,103761000.0,23900000.0,28564000.0,24052000.0
Total Current Liabilities,69893000.0,54549000.0,32073000.0,19632000.0
Deferred Long Term Asset Charges,13984000.0,13028000.0,11351000.0,10300000.0
Other Stockholder Equity,26374000.0,15574000.0,12542000.0,10899000.0
Property Plant Equipment,21794000.0,18734000.0,17223000.0,13482000.0
Total Current Assets,150308000.0,76499000.0,71887000.0,94630000.0
Long Term Investments,70305000.0,37159000.0,39097000.0,21097000.0
Net Tangible Assets,184352000.0,90566000.0,106717000.0,119343000.0
Short Term Investments,10823000.0,,10000000.0,44698000.0
Net Receivables,25012000.0,42686000.0,23525000.0,15000000.0
Inventory,60000.0,60000.0,61000.0,1148000.0
Accounts Payable,665000.0,3320000.0,2933000.0,2340000.0
Capital Surplus,,,167000.0,167000.0
