,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,128070000.0,5583000.0,7527000.0,5888000.0
Total Liab,789530000.0,143564000.0,148337000.0,91780000.0
Total Stockholder Equity,600292000.0,157915000.0,152222000.0,147683000.0
Other Current Liab,134927000.0,9694000.0,11476000.0,11764000.0
Total Assets,1389822000.0,301479000.0,300559000.0,239463000.0
Common Stock,572377000.0,96057000.0,95557000.0,95557000.0
Other Current Assets,1751000.0,,,
Retained Earnings,31906000.0,63558000.0,56701000.0,51804000.0
Other Liab,94486000.0,11721000.0,11747000.0,6134000.0
Good Will,477213000.0,47800000.0,47800000.0,40300000.0
Treasury Stock,-3991000.0,-1700000.0,-36000.0,322000.0
Other Assets,43161000.0,7573000.0,4539000.0,3894000.0
Cash,119903000.0,11904000.0,3242000.0,2923000.0
Total Current Liabilities,306150000.0,34054000.0,28353000.0,27234000.0
Deferred Long Term Asset Charges,43161000.0,5936000.0,4539000.0,3894000.0
Short Long Term Debt,1167000.0,943000.0,137000.0,123000.0
Other Stockholder Equity,-3991000.0,-1700000.0,-36000.0,322000.0
Property Plant Equipment,512556000.0,201396000.0,210101000.0,170787000.0
Total Current Assets,228822000.0,39127000.0,27318000.0,18594000.0
Net Tangible Assets,-4991000.0,104532000.0,96895000.0,101495000.0
Net Receivables,82463000.0,18039000.0,17338000.0,10310000.0
Long Term Debt,314485000.0,95332000.0,105100000.0,55040000.0
Inventory,13881000.0,4921000.0,4738000.0,3403000.0
Accounts Payable,32936000.0,6150000.0,5790000.0,4337000.0
Long Term Investments,,,3274000.0,
