,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,592652000.0,625710000.0,676090000.0,239644000.0
Total Liab,2424181000.0,2962517000.0,2037475000.0,616582000.0
Total Stockholder Equity,1910665000.0,2148135000.0,1898317000.0,616599000.0
Minority Interest,4606000.0,3223000.0,2038000.0,752000.0
Other Current Liab,821963000.0,1180662000.0,839308000.0,110537000.0
Total Assets,4339452000.0,5113875000.0,3937830000.0,1233933000.0
Common Stock,1889733000.0,1909140000.0,1875538000.0,689372000.0
Other Current Assets,724255000.0,1091140000.0,677520000.0,19492000.0
Retained Earnings,-8058000.0,208493000.0,7700000.0,-60577000.0
Other Liab,207542000.0,224795000.0,243346000.0,119114000.0
Good Will,1449593000.0,1563226000.0,1780984000.0,610502000.0
Treasury Stock,28990000.0,30502000.0,15079000.0,-12196000.0
Other Assets,83739000.0,73587000.0,58954000.0,42567000.0
Cash,264092000.0,560176000.0,265512000.0,18162000.0
Total Current Liabilities,989687000.0,1344207000.0,972222000.0,184576000.0
Deferred Long Term Asset Charges,56472000.0,51976000.0,58703000.0,42437000.0
Other Stockholder Equity,29310000.0,33200000.0,15079000.0,-12196000.0
Property Plant Equipment,250429000.0,268932000.0,91734000.0,66023000.0
Total Current Assets,1178613000.0,1828458000.0,1185838000.0,136508000.0
Long Term Investments,784426000.0,753962000.0,144230000.0,138689000.0
Net Tangible Assets,-131580000.0,-40801000.0,-558757000.0,-233547000.0
Net Receivables,190266000.0,177142000.0,242806000.0,98854000.0
Long Term Debt,1011651000.0,1153536000.0,821885000.0,312604000.0
Accounts Payable,38518000.0,30458000.0,18720000.0,17547000.0
