,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,2345000000.0,2939000000.0,3126000000.0,2587000000.0
Capital Surplus,12148000000.0,12243000000.0,12322000000.0,12395000000.0
Total Liab,5872000000.0,5400000000.0,5849000000.0,3459000000.0
Total Stockholder Equity,7582000000.0,9144000000.0,9291000000.0,10789000000.0
Minority Interest,807000000.0,1167000000.0,1186000000.0,284000000.0
Other Current Liab,936000000.0,941000000.0,701000000.0,771000000.0
Total Assets,14261000000.0,15711000000.0,16346000000.0,14552000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0
Other Current Assets,327000000.0,462000000.0,372000000.0,315000000.0
Retained Earnings,-3241000000.0,-1979000000.0,-2163000000.0,-648000000.0
Other Liab,827000000.0,1020000000.0,1032000000.0,731000000.0
Good Will,3951000000.0,5147000000.0,5218000000.0,3838000000.0
Treasury Stock,-1331000000.0,-1126000000.0,-874000000.0,-964000000.0
Other Assets,1249000000.0,1095000000.0,995000000.0,967000000.0
Cash,1517000000.0,1643000000.0,2034000000.0,2016000000.0
Total Current Liabilities,2682000000.0,3340000000.0,3295000000.0,2452000000.0
Deferred Long Term Asset Charges,332000000.0,269000000.0,279000000.0,525000000.0
Short Long Term Debt,48000000.0,449000000.0,462000000.0,103000000.0
Other Stockholder Equity,-1331000000.0,-1126000000.0,-874000000.0,-964000000.0
Property Plant Equipment,2836000000.0,2041000000.0,2105000000.0,1318000000.0
Total Current Assets,3461000000.0,4050000000.0,4394000000.0,3815000000.0
Long Term Investments,419000000.0,439000000.0,508000000.0,2027000000.0
Net Tangible Assets,1286000000.0,1058000000.0,947000000.0,4364000000.0
Net Receivables,1269000000.0,1544000000.0,1612000000.0,1276000000.0
Long Term Debt,1127000000.0,1040000000.0,1522000000.0,276000000.0
Inventory,348000000.0,348000000.0,376000000.0,208000000.0
Accounts Payable,351000000.0,411000000.0,605000000.0,222000000.0
