,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,25093000.0,5813000.0,5792007.0,6059942.0
Total Liab,1126633000.0,608862000.0,299687559.0,162926035.0
Total Stockholder Equity,205400000.0,76300000.0,33380326.0,11625317.0
Other Current Liab,17083000.0,706000.0,828630.0,571890.0
Total Assets,1332033000.0,685162000.0,333067885.0,174551352.0
Common Stock,274151000.0,141211000.0,81328159.0,37066688.0
Retained Earnings,-88372000.0,-68431000.0,-52327000.0,-29777274.0
Good Will,53441000.0,4548000.0,4548276.0,4548276.0
Treasury Stock,19621000.0,3520000.0,4379167.0,4335903.0
Cash,32712000.0,12611000.0,12658134.0,19214261.0
Total Current Liabilities,37987000.0,21025000.0,9205842.0,2232523.0
Other Stockholder Equity,19621000.0,3520000.0,4379167.0,4335903.0
Property Plant Equipment,11672000.0,2547000.0,3240753.0,502024.0
Total Current Assets,1157713000.0,672254000.0,319486849.0,163441110.0
Long Term Investments,84114000.0,,,
Net Tangible Assets,126866000.0,65939000.0,23040043.0,1017099.0
Short Term Investments,1507000.0,1179000.0,1209153.0,351500.0
Net Receivables,1123494000.0,658464000.0,305619562.0,143875349.0
Long Term Debt,1081954000.0,587445000.0,289723751.0,160257432.0
Accounts Payable,16429000.0,18951000.0,7535973.0,1093568.0
Other Liab,,392000.0,757966.0,436080.0
