,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,107255000.0,110550000.0,116957000.0,30273000.0
Total Liab,701937000.0,675593000.0,577116000.0,262032000.0
Total Stockholder Equity,296449000.0,309039000.0,327403000.0,271617000.0
Minority Interest,763000.0,5523000.0,6002000.0,5543000.0
Other Current Liab,33441000.0,54739000.0,28115000.0,19825000.0
Total Assets,999149000.0,990155000.0,910521000.0,539192000.0
Common Stock,149817000.0,135372000.0,119541000.0,105861000.0
Retained Earnings,202885000.0,203361000.0,232289000.0,151607000.0
Other Liab,16870000.0,31407000.0,42654000.0,4241000.0
Good Will,477633000.0,490069000.0,541998000.0,169681000.0
Treasury Stock,-56253000.0,-29694000.0,-24427000.0,14149000.0
Other Assets,22800000.0,25910000.0,15274000.0,5144000.0
Cash,179937000.0,94411000.0,65061000.0,39795000.0
Total Current Liabilities,72485000.0,94942000.0,325728000.0,66492000.0
Deferred Long Term Asset Charges,15704000.0,18547000.0,9415000.0,5144000.0
Short Long Term Debt,174000.0,248000.0,,
Other Stockholder Equity,-56253000.0,-29694000.0,-24427000.0,14149000.0
Property Plant Equipment,65280000.0,65737000.0,13909000.0,7289000.0
Total Current Assets,234266000.0,201316000.0,134436000.0,89032000.0
Long Term Investments,91915000.0,96573000.0,87947000.0,237773000.0
Net Tangible Assets,-288439000.0,-291580000.0,-331552000.0,71663000.0
Net Receivables,49062000.0,55699000.0,60334000.0,45239000.0
Long Term Debt,558249000.0,491759000.0,208734000.0,191299000.0
Accounts Payable,6053000.0,5893000.0,21871000.0,18133000.0
Other Current Assets,,45667000.0,,
Inventory,,,2038000.0,833000.0
