,2020-07-31,2019-07-31,2018-07-31,2017-07-31
Intangible Assets,101159000.0,85374000.0,46959000.0,41353000.0
Total Liab,2116843000.0,1365750000.0,953932000.0,710084000.0
Total Stockholder Equity,4239793000.0,3521666000.0,3367154000.0,3257644000.0
Minority Interest,872194000.0,989803000.0,974451000.0,780666000.0
Other Current Liab,13649000.0,54539000.0,112323000.0,9223000.0
Total Assets,7228830000.0,5877219000.0,5295537000.0,4748394000.0
Common Stock,43232000.0,43232000.0,43232000.0,43232000.0
Other Current Assets,74793000.0,53000.0,1407000.0,18075000.0
Retained Earnings,4133308000.0,3304173000.0,3122605000.0,3007734000.0
Other Liab,957782000.0,690498000.0,621691000.0,507655000.0
Good Will,16027000.0,29105000.0,26594000.0,18673000.0
Treasury Stock,63253000.0,174261000.0,201317000.0,206678000.0
Other Assets,210576000.0,201728000.0,283346000.0,275155000.0
Cash,293231000.0,125445000.0,337933000.0,301275000.0
Total Current Liabilities,484488000.0,305039000.0,312451000.0,169372000.0
Deferred Long Term Asset Charges,95909000.0,56669000.0,71567000.0,106576000.0
Short Long Term Debt,13031000.0,10774000.0,9000.0,69000.0
Other Stockholder Equity,63253000.0,174261000.0,201317000.0,206678000.0
Property Plant Equipment,2466520000.0,2685422000.0,1831371000.0,1789002000.0
Total Current Assets,902996000.0,486845000.0,840273000.0,555149000.0
Long Term Investments,3531552000.0,2388745000.0,2266994000.0,2069062000.0
Net Tangible Assets,4122607000.0,3407187000.0,3293601000.0,3197618000.0
Short Term Investments,51582000.0,1470000.0,206044000.0,1044000.0
Net Receivables,147672000.0,149681000.0,124912000.0,100862000.0
Long Term Debt,575422000.0,364948000.0,12000000.0,22825000.0
Inventory,114102000.0,120471000.0,93236000.0,79968000.0
Accounts Payable,142172000.0,158874000.0,131521000.0,80866000.0
