,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,11317000.0,9325000.0,7740000.0,6863318.0
Total Liab,36126000.0,16355000.0,11953000.0,10620998.0
Total Stockholder Equity,212030000.0,110590000.0,80204000.0,30223200.0
Other Current Liab,5966000.0,5597000.0,6280000.0,4694151.0
Total Assets,248156000.0,126945000.0,92157000.0,40844198.0
Common Stock,371524000.0,229521000.0,166840000.0,80135544.0
Retained Earnings,-156957000.0,-109307000.0,-75743000.0,-51280117.0
Other Liab,335000.0,375000.0,250000.0,1221122.0
Good Will,1546000.0,1554000.0,1531000.0,1453911.0
Treasury Stock,-2537000.0,-9624000.0,-10893000.0,1367773.0
Other Assets,5136000.0,4122000.0,1844000.0,45422.0
Cash,166877000.0,74879000.0,55761000.0,21027324.0
Total Current Liabilities,24033000.0,14236000.0,11703000.0,9344376.0
Deferred Long Term Asset Charges,4226000.0,2770000.0,1844000.0,
Short Long Term Debt,3618000.0,836000.0,,
Other Stockholder Equity,-2537000.0,-9624000.0,-10893000.0,1367773.0
Property Plant Equipment,49822000.0,26810000.0,19687000.0,8522564.0
Total Current Assets,180335000.0,85134000.0,61355000.0,23958983.0
Net Tangible Assets,199167000.0,99711000.0,70933000.0,21905971.0
Short Term Investments,333000.0,308000.0,823000.0,554192.0
Net Receivables,11583000.0,7953000.0,3798000.0,1761770.0
Long Term Debt,5174000.0,1744000.0,,
Accounts Payable,2912000.0,3690000.0,3060000.0,2878706.0
