,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,479500000.0,479000000.0,473600000.0,362500000.0
Total Liab,4584600000.0,4030000000.0,3277600000.0,2410800000.0
Total Stockholder Equity,2852800000.0,2857000000.0,2396800000.0,1986000000.0
Minority Interest,14200000.0,12300000.0,11300000.0,12000000.0
Other Current Liab,354100000.0,256500000.0,223200000.0,358700000.0
Total Assets,7451600000.0,6899300000.0,6112900000.0,4836000000.0
Common Stock,2858700000.0,2858700000.0,2431400000.0,2046000000.0
Other Current Assets,67800000.0,32000000.0,32700000.0,745700000.0
Retained Earnings,763000000.0,789700000.0,853200000.0,588000000.0
Other Liab,348700000.0,324200000.0,423300000.0,235700000.0
Good Will,1145400000.0,1145400000.0,1144100000.0,94200000.0
Treasury Stock,-768900000.0,-791400000.0,-887800000.0,-648000000.0
Other Assets,206900000.0,175000000.0,132400000.0,138600000.0
Cash,119800000.0,78100000.0,104600000.0,172500000.0
Total Current Liabilities,916900000.0,793600000.0,803100000.0,686600000.0
Short Long Term Debt,45200000.0,,74400000.0,
Other Stockholder Equity,-756900000.0,-784400000.0,-887800000.0,-647700000.0
Property Plant Equipment,1966400000.0,2023000000.0,1277400000.0,596000000.0
Total Current Assets,1799800000.0,1614100000.0,1548600000.0,1909400000.0
Long Term Investments,1853600000.0,1462800000.0,1536800000.0,1735300000.0
Net Tangible Assets,1227900000.0,1232600000.0,779100000.0,1529300000.0
Net Receivables,775400000.0,700400000.0,580600000.0,336500000.0
Long Term Debt,2508200000.0,2099100000.0,2050800000.0,1488300000.0
Inventory,836800000.0,803600000.0,828600000.0,654700000.0
Accounts Payable,260600000.0,250600000.0,237400000.0,112800000.0
Short Term Investments,,,2100000.0,
Deferred Long Term Asset Charges,,,,200000.0
