,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Intangible Assets,381600000.0,455000000.0,428200000.0,389300000.0
Total Liab,4087700000.0,4691700000.0,4209800000.0,4062600000.0
Total Stockholder Equity,5203300000.0,4687800000.0,4737700000.0,4753100000.0
Other Current Liab,143100000.0,138700000.0,82400000.0,109200000.0
Total Assets,9291000000.0,9379500000.0,8954000000.0,8821700000.0
Common Stock,3806200000.0,3136800000.0,3226500000.0,3436800000.0
Other Current Assets,47200000.0,56800000.0,76600000.0,98800000.0
Retained Earnings,1618900000.0,1570900000.0,1566600000.0,1514200000.0
Other Liab,702900000.0,744600000.0,640500000.0,685600000.0
Good Will,2638100000.0,2724500000.0,2618400000.0,2731700000.0
Treasury Stock,-221800000.0,-19900000.0,-55400000.0,-197900000.0
Other Assets,66200000.0,101500000.0,93200000.0,73700000.0
Cash,554600000.0,576400000.0,588500000.0,627900000.0
Total Current Liabilities,1329500000.0,2504100000.0,1407400000.0,1165000000.0
Deferred Long Term Asset Charges,13500000.0,15900000.0,17000000.0,21600000.0
Short Long Term Debt,21200000.0,1213400000.0,212900000.0,12100000.0
Other Stockholder Equity,-221800000.0,-19900000.0,-55400000.0,-197900000.0
Property Plant Equipment,4292800000.0,4190000000.0,4004300000.0,3854800000.0
Total Current Assets,1529900000.0,1550800000.0,1471500000.0,1453000000.0
Long Term Investments,382400000.0,357700000.0,338400000.0,319200000.0
Net Tangible Assets,2183600000.0,1508300000.0,1691100000.0,1632100000.0
Short Term Investments,79800000.0,,,
Net Receivables,373900000.0,316700000.0,311500000.0,337700000.0
Long Term Debt,1849100000.0,1443000000.0,2161900000.0,2212000000.0
Inventory,474400000.0,600900000.0,494900000.0,388600000.0
Accounts Payable,1049400000.0,1152000000.0,1045000000.0,1043700000.0
Minority Interest,,,6500000.0,6000000.0
