,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,244000000.0,482000000.0,573000000.0,661000000.0
Total Liab,27882000000.0,142706000000.0,138577000000.0,140956000000.0
Total Stockholder Equity,4274000000.0,4860000000.0,6685000000.0,7202000000.0
Minority Interest,8000000.0,118000000.0,106000000.0,81000000.0
Deferred Long Term Liab,239000000.0,223000000.0,505000000.0,434000000.0
Other Current Liab,564000000.0,1160000000.0,1402000000.0,615000000.0
Total Assets,32164000000.0,147684000000.0,145368000000.0,148239000000.0
Common Stock,10355000000.0,10402000000.0,9610000000.0,9547000000.0
Other Current Assets,603000000.0,4768000000.0,4083000000.0,3491000000.0
Retained Earnings,-3671000000.0,-3509000000.0,-886000000.0,-164000000.0
Other Liab,1900000000.0,116304000000.0,112343000000.0,116441000000.0
Good Will,157000000.0,172000000.0,2130000000.0,2123000000.0
Treasury Stock,-2410000000.0,-2033000000.0,-2039000000.0,-2181000000.0
Other Assets,21593000000.0,22305000000.0,21714000000.0,20808000000.0
Cash,2428000000.0,4426000000.0,3932000000.0,3602000000.0
Total Current Liabilities,21543000000.0,19219000000.0,18607000000.0,16861000000.0
Deferred Long Term Asset Charges,828000000.0,1261000000.0,966000000.0,686000000.0
Short Long Term Debt,20630000000.0,15877000000.0,13764000000.0,13126000000.0
Other Stockholder Equity,-2404000000.0,-1930000000.0,-1931000000.0,-2010000000.0
Property Plant Equipment,264000000.0,343000000.0,95000000.0,75000000.0
Total Current Assets,7882000000.0,123486000000.0,119710000000.0,121260000000.0
Long Term Investments,2024000000.0,896000000.0,1146000000.0,3312000000.0
Net Tangible Assets,3987000000.0,4547000000.0,4402000000.0,4916000000.0
Net Receivables,656000000.0,1336000000.0,971000000.0,701000000.0
Long Term Debt,4286000000.0,6975000000.0,7627000000.0,7654000000.0
Accounts Payable,12000000.0,1147000000.0,2217000000.0,2196000000.0
