,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Total Liab,19069700000.0,16335500000.0,17009200000.0,14634300000.0
Total Stockholder Equity,18828400000.0,23338600000.0,23637700000.0,22533900000.0
Minority Interest,166000000.0,209300000.0,228100000.0,247400000.0
Other Current Liab,512900000.0,481500000.0,807700000.0,818500000.0
Total Assets,38064100000.0,39883400000.0,40875000000.0,37415600000.0
Common Stock,9990800000.0,10164000000.0,10465100000.0,10495200000.0
Other Current Assets,2278200000.0,152800000.0,286100000.0,95800000.0
Retained Earnings,8733500000.0,13056300000.0,13063900000.0,11952100000.0
Other Liab,728800000.0,157100000.0,191000000.0,274700000.0
Treasury Stock,104100000.0,118300000.0,108700000.0,86600000.0
Other Assets,469300000.0,716000000.0,854500000.0,532100000.0
Cash,378100000.0,253000000.0,206100000.0,174000000.0
Total Current Liabilities,2850100000.0,2727500000.0,3092700000.0,2704700000.0
Deferred Long Term Asset Charges,34000000.0,32700000.0,54800000.0,51100000.0
Short Long Term Debt,1323800000.0,974700000.0,1227400000.0,623800000.0
Other Stockholder Equity,104100000.0,118300000.0,108700000.0,86600000.0
Property Plant Equipment,31347100000.0,34984400000.0,36089400000.0,33526900000.0
Total Current Assets,3044300000.0,679000000.0,772600000.0,489000000.0
Long Term Investments,3203400000.0,3504000000.0,3158500000.0,2867600000.0
Net Tangible Assets,18828400000.0,23338600000.0,23637700000.0,22533900000.0
Net Receivables,385900000.0,268500000.0,279100000.0,219200000.0
Long Term Debt,15371300000.0,13330800000.0,13685600000.0,11614200000.0
Accounts Payable,264200000.0,307600000.0,327200000.0,282200000.0
