,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,1239000000.0,1163000000.0,1257000000.0,1378000000.0
Total Liab,23010000000.0,22331000000.0,22586000000.0,22586000000.0
Total Stockholder Equity,6077000000.0,6404000000.0,6669000000.0,6562000000.0
Minority Interest,607000000.0,551000000.0,511000000.0,449000000.0
Deferred Long Term Liab,2653000000.0,2628000000.0,2630000000.0,1855000000.0
Other Current Liab,7073000000.0,6843000000.0,7196000000.0,7039000000.0
Total Assets,29694000000.0,29286000000.0,29766000000.0,29597000000.0
Common Stock,6617000000.0,6617000000.0,7082000000.0,7082000000.0
Other Current Assets,6561000000.0,6067000000.0,6293000000.0,5812000000.0
Retained Earnings,-521000000.0,-211000000.0,-382000000.0,-499000000.0
Other Liab,6687000000.0,6254000000.0,6530000000.0,7104000000.0
Good Will,2862000000.0,2863000000.0,2875000000.0,2974000000.0
Treasury Stock,-19000000.0,-2000000.0,-31000000.0,-21000000.0
Other Assets,3441000000.0,3298000000.0,3362000000.0,2611000000.0
Cash,2298000000.0,1659000000.0,1201000000.0,1480000000.0
Total Current Liabilities,14224000000.0,13997000000.0,14096000000.0,13858000000.0
Deferred Long Term Asset Charges,575000000.0,453000000.0,544000000.0,545000000.0
Other Stockholder Equity,-19000000.0,-2000000.0,-31000000.0,-21000000.0
Property Plant Equipment,663000000.0,181000000.0,180000000.0,182000000.0
Total Current Assets,13019000000.0,11684000000.0,11281000000.0,10899000000.0
Long Term Investments,8470000000.0,10097000000.0,10811000000.0,11553000000.0
Net Tangible Assets,2943000000.0,3306000000.0,3486000000.0,3230000000.0
Net Receivables,4160000000.0,3958000000.0,3787000000.0,3607000000.0
Long Term Debt,1526000000.0,2080000000.0,1960000000.0,1624000000.0
Accounts Payable,6347000000.0,6375000000.0,6132000000.0,6067000000.0
