,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,1048300000.0,1029800000.0,999800000.0,969400000.0
Total Liab,3048500000.0,3000000000.0,1949400000.0,1670800000.0
Total Stockholder Equity,3619300000.0,3637400000.0,3492000000.0,3604300000.0
Minority Interest,4100000.0,4100000.0,4300000.0,4200000.0
Other Current Liab,416600000.0,104700000.0,455000000.0,460800000.0
Total Assets,6671900000.0,6641500000.0,5445700000.0,5279300000.0
Common Stock,3269800000.0,3247300000.0,3240500000.0,3540500000.0
Other Current Assets,80300000.0,81500000.0,47100000.0,40000000.0
Retained Earnings,337500000.0,364500000.0,256200000.0,99600000.0
Other Liab,363200000.0,346000000.0,264700000.0,295100000.0
Good Will,283300000.0,279100000.0,129100000.0,126400000.0
Treasury Stock,12000000.0,25600000.0,-4700000.0,-35800000.0
Other Assets,1291500000.0,1251100000.0,1117200000.0,982100000.0
Cash,449100000.0,401800000.0,89400000.0,240800000.0
Total Current Liabilities,983000000.0,926700000.0,809400000.0,779300000.0
Deferred Long Term Asset Charges,183500000.0,187000000.0,154500000.0,208000000.0
Short Long Term Debt,167200000.0,12100000.0,4300000.0,4100000.0
Other Stockholder Equity,12000000.0,29100000.0,400000.0,-23900000.0
Property Plant Equipment,1948500000.0,1935200000.0,1457800000.0,1366200000.0
Total Current Assets,2100300000.0,2146300000.0,1741800000.0,1835200000.0
Net Tangible Assets,2287700000.0,2328500000.0,2363100000.0,2508500000.0
Net Receivables,513800000.0,634600000.0,561600000.0,578300000.0
Long Term Debt,1059800000.0,1077900000.0,798600000.0,596400000.0
Inventory,1017400000.0,1001700000.0,1012300000.0,947900000.0
Accounts Payable,300400000.0,718600000.0,315700000.0,279500000.0
