,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,49314000.0,45459000.0,45301000.0,45036000.0
Total Liab,217764000.0,199432000.0,162114000.0,158823000.0
Total Stockholder Equity,426400000.0,310335000.0,283235000.0,259609000.0
Deferred Long Term Liab,44248000.0,39352000.0,28710000.0,24530000.0
Other Current Liab,18642000.0,14420000.0,18414000.0,15787000.0
Total Assets,644164000.0,509767000.0,445349000.0,418432000.0
Common Stock,246445000.0,140050000.0,140050000.0,140050000.0
Other Current Assets,2243000.0,2016000.0,3721000.0,422000.0
Retained Earnings,177896000.0,165732000.0,143880000.0,126341000.0
Other Liab,19283000.0,8749000.0,7989000.0,6036000.0
Good Will,66617000.0,38603000.0,38577000.0,30494000.0
Treasury Stock,2059000.0,4553000.0,-695000.0,-6782000.0
Other Assets,54166000.0,45674000.0,34387000.0,31262000.0
Cash,128457000.0,57129000.0,103316000.0,77124000.0
Total Current Liabilities,181517000.0,143400000.0,108801000.0,116946000.0
Deferred Long Term Asset Charges,9918000.0,6322000.0,5677000.0,6732000.0
Other Stockholder Equity,2059000.0,4553000.0,-695000.0,-6782000.0
Property Plant Equipment,30739000.0,12043000.0,11379000.0,10706000.0
Total Current Assets,443328000.0,367988000.0,315705000.0,300934000.0
Net Tangible Assets,310469000.0,226273000.0,199357000.0,184079000.0
Net Receivables,156407000.0,154768000.0,107650000.0,105561000.0
Inventory,153734000.0,152325000.0,99669000.0,116562000.0
Accounts Payable,147891000.0,122700000.0,84585000.0,94789000.0
Long Term Debt,,47283000.0,45324000.0,35841000.0
