,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,462700000.0,496300000.0,110428000.0,54462000.0
Total Liab,13822800000.0,9616700000.0,6865460000.0,5976675000.0
Total Stockholder Equity,3500300000.0,2291500000.0,2104795000.0,2024023000.0
Minority Interest,483400000.0,479400000.0,90449000.0,82498000.0
Other Current Liab,1230700000.0,704200000.0,437479000.0,406569000.0
Total Assets,18058700000.0,12639800000.0,9312869000.0,8335361000.0
Common Stock,2197600000.0,713500000.0,713523000.0,713523000.0
Other Current Assets,39200000.0,43100000.0,44982000.0,36200000.0
Retained Earnings,1431900000.0,1693300000.0,1494285000.0,1398664000.0
Other Liab,867900000.0,1341600000.0,1002580000.0,798446000.0
Good Will,3783400000.0,3767000000.0,2152072000.0,1937444000.0
Treasury Stock,-129200000.0,-115300000.0,-103013000.0,-88164000.0
Other Assets,498300000.0,481500000.0,279783000.0,275948000.0
Cash,1503700000.0,745500000.0,770566000.0,419519000.0
Total Current Liabilities,3772900000.0,2743800000.0,1999166000.0,1902348000.0
Deferred Long Term Asset Charges,409100000.0,390500000.0,199528000.0,179457000.0
Short Long Term Debt,38500000.0,52600000.0,43332000.0,39458000.0
Other Stockholder Equity,-51000000.0,-33200000.0,-26260000.0,-17556000.0
Property Plant Equipment,8925100000.0,4642800000.0,4113162000.0,3865832000.0
Total Current Assets,4060800000.0,2919200000.0,2374206000.0,1960325000.0
Long Term Investments,328400000.0,333000000.0,283218000.0,241350000.0
Net Tangible Assets,-745800000.0,-1971800000.0,-157705000.0,32117000.0
Net Receivables,1931500000.0,1608800000.0,1169165000.0,1181119000.0
Long Term Debt,4240600000.0,5253200000.0,3633950000.0,3092500000.0
Inventory,411000000.0,344800000.0,276112000.0,226261000.0
Accounts Payable,1148600000.0,1035300000.0,775250000.0,743143000.0
Deferred Long Term Liab,,,,45455000.0
