,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Total Liab,57533881.0,43768024.0,76128511.0,88464376.0
Total Stockholder Equity,1221680985.0,1344417111.0,1323833214.0,1214898458.0
Other Current Liab,271518.0,2682171.0,20422436.0,14160452.0
Total Assets,1279214866.0,1388185135.0,1399961725.0,1303362834.0
Common Stock,1352964191.0,1337451236.0,1221306473.0,1139486184.0
Retained Earnings,-131283206.0,6965875.0,102526741.0,75412274.0
Other Liab,23778042.0,,14798434.0,11886665.0
Other Assets,68540392.0,23613806.0,2598344.0,2498108.0
Cash,203400924.0,325988043.0,389675066.0,420024801.0
Total Current Liabilities,33755839.0,43768024.0,61330077.0,76577711.0
Deferred Long Term Asset Charges,68540392.0,23613806.0,2598344.0,2498108.0
Total Current Assets,1210674474.0,1364571329.0,1397363381.0,1300864726.0
Net Tangible Assets,1221680985.0,1344417111.0,1323833214.0,1214898458.0
Short Term Investments,963612288.0,1000725212.0,973929383.0,840804123.0
Net Receivables,43661262.0,37858074.0,33758932.0,40035802.0
Accounts Payable,31527503.0,29822089.0,29447235.0,17736895.0
