,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,72400000.0,48200000.0,19500000.0,16700000.0
Total Liab,1397100000.0,1820100000.0,1095500000.0,936300000.0
Total Stockholder Equity,1069000000.0,1100100000.0,1073400000.0,1110100000.0
Minority Interest,10800000.0,10500000.0,9800000.0,11900000.0
Other Current Liab,208300000.0,174300000.0,186200000.0,118400000.0
Total Assets,2476900000.0,2930700000.0,2178700000.0,2058300000.0
Common Stock,1304600000.0,1303900000.0,1325900000.0,1348100000.0
Other Current Assets,5000000.0,35200000.0,71600000.0,60500000.0
Retained Earnings,-104500000.0,-204900000.0,-219800000.0,-229100000.0
Other Liab,93500000.0,68800000.0,20600000.0,23000000.0
Good Will,1064100000.0,1112400000.0,1026500000.0,963900000.0
Treasury Stock,-131100000.0,1100000.0,-32700000.0,-8900000.0
Other Assets,63000000.0,75500000.0,72400000.0,75500000.0
Cash,168600000.0,424400000.0,148300000.0,187600000.0
Total Current Liabilities,378100000.0,587100000.0,561400000.0,216200000.0
Deferred Long Term Asset Charges,30800000.0,32600000.0,21700000.0,22000000.0
Short Long Term Debt,5000000.0,242800000.0,266300000.0,
Other Stockholder Equity,-131100000.0,1100000.0,-32700000.0,-8900000.0
Property Plant Equipment,641100000.0,727200000.0,438400000.0,400000000.0
Total Current Assets,611100000.0,936700000.0,605800000.0,602200000.0
Long Term Investments,25200000.0,30700000.0,16100000.0,
Net Tangible Assets,-67500000.0,-60500000.0,27400000.0,129500000.0
Net Receivables,338100000.0,365200000.0,314100000.0,278300000.0
Long Term Debt,777200000.0,984200000.0,513500000.0,697100000.0
Inventory,64400000.0,78900000.0,71800000.0,75800000.0
Accounts Payable,65900000.0,70600000.0,57200000.0,52700000.0
