,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,182372000.0,193206000.0,171660000.0,154990000.0
Total Liab,1558334000.0,1061945000.0,688286000.0,886859000.0
Total Stockholder Equity,1120010000.0,1015466000.0,997577000.0,872202000.0
Minority Interest,77385000.0,79786000.0,59402000.0,40966000.0
Other Current Liab,199918000.0,132166000.0,38916000.0,33969000.0
Total Assets,2755729000.0,2157197000.0,1745265000.0,1800027000.0
Common Stock,1149601000.0,912517000.0,912347000.0,796857000.0
Other Current Assets,458708000.0,435224000.0,314731000.0,268182000.0
Retained Earnings,-19634000.0,109935000.0,119906000.0,99247000.0
Other Liab,60772000.0,76109000.0,68177000.0,62898000.0
Good Will,930309000.0,945498000.0,816246000.0,717397000.0
Treasury Stock,-9957000.0,-6986000.0,-34676000.0,-23902000.0
Other Assets,66553000.0,46801000.0,22039000.0,38210000.0
Cash,210644000.0,116520000.0,76746000.0,66537000.0
Total Current Liabilities,1149408000.0,674604000.0,401924000.0,619016000.0
Deferred Long Term Asset Charges,17431000.0,7358000.0,3514000.0,3419000.0
Short Long Term Debt,2840000.0,25707000.0,1055000.0,995000.0
Other Stockholder Equity,1252000.0,2904000.0,-26948000.0,-16888000.0
Property Plant Equipment,93550000.0,43667000.0,39001000.0,27498000.0
Total Current Assets,1352283000.0,792541000.0,544214000.0,724880000.0
Long Term Investments,130662000.0,135484000.0,152105000.0,137052000.0
Net Tangible Assets,7329000.0,-123238000.0,9671000.0,-185000.0
Net Receivables,682931000.0,240797000.0,152737000.0,390161000.0
Long Term Debt,318222000.0,311232000.0,218185000.0,204945000.0
Accounts Payable,99827000.0,99232000.0,38489000.0,49551000.0
