,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,425000000.0,418000000.0,611000000.0,617000000.0
Total Liab,5243000000.0,3537000000.0,4403000000.0,4093000000.0
Total Stockholder Equity,3500000000.0,4141000000.0,4118000000.0,3556000000.0
Minority Interest,35000000.0,32000000.0,24000000.0,24000000.0
Other Current Liab,984000000.0,930000000.0,1055000000.0,689000000.0
Total Assets,8778000000.0,7710000000.0,8545000000.0,7673000000.0
Common Stock,3300000000.0,3447000000.0,3447000000.0,2711000000.0
Other Current Assets,329000000.0,5000000.0,6000000.0,8000000.0
Retained Earnings,391000000.0,898000000.0,894000000.0,1216000000.0
Other Liab,99000000.0,112000000.0,294000000.0,194000000.0
Good Will,708000000.0,711000000.0,1085000000.0,1069000000.0
Treasury Stock,-191000000.0,-204000000.0,-223000000.0,-371000000.0
Other Assets,695000000.0,554000000.0,524000000.0,214000000.0
Cash,1104000000.0,1372000000.0,665000000.0,206000000.0
Total Current Liabilities,2385000000.0,2330000000.0,2356000000.0,1996000000.0
Deferred Long Term Asset Charges,285000000.0,121000000.0,161000000.0,52000000.0
Short Long Term Debt,581000000.0,602000000.0,185000000.0,269000000.0
Other Stockholder Equity,-171000000.0,-184000000.0,-201000000.0,-338000000.0
Property Plant Equipment,2968000000.0,1754000000.0,2231000000.0,2206000000.0
Total Current Assets,3824000000.0,4121000000.0,3944000000.0,3419000000.0
Long Term Investments,158000000.0,152000000.0,150000000.0,148000000.0
Net Tangible Assets,2367000000.0,3012000000.0,2422000000.0,1870000000.0
Net Receivables,1176000000.0,1404000000.0,1714000000.0,1540000000.0
Long Term Debt,1210000000.0,1095000000.0,1753000000.0,1903000000.0
Inventory,1215000000.0,1340000000.0,1559000000.0,1652000000.0
Accounts Payable,609000000.0,761000000.0,1073000000.0,994000000.0
Short Term Investments,,,,13000000.0
