,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,506300000.0,530800000.0,508600000.0,509100000.0
Total Liab,4520700000.0,4354800000.0,4043400000.0,4036700000.0
Total Stockholder Equity,6543100000.0,6864100000.0,6393800000.0,5070400000.0
Minority Interest,496500000.0,477400000.0,493800000.0,468300000.0
Deferred Long Term Liab,15900000.0,15700000.0,3000000.0,3300000.0
Other Current Liab,720400000.0,748800000.0,723300000.0,660200000.0
Total Assets,11560300000.0,11696300000.0,10931000000.0,9575400000.0
Common Stock,3634700000.0,3832800000.0,4311200000.0,4554400000.0
Other Current Assets,170500000.0,152300000.0,149100000.0,129800000.0
Retained Earnings,2594400000.0,2697700000.0,1848600000.0,358600000.0
Other Liab,877900000.0,718200000.0,650300000.0,656700000.0
Good Will,1293600000.0,1269000000.0,1210200000.0,1156600000.0
Treasury Stock,314000000.0,333600000.0,234000000.0,157400000.0
Other Assets,549000000.0,555300000.0,596500000.0,270700000.0
Cash,1399500000.0,1644500000.0,944400000.0,753000000.0
Total Current Liabilities,2541000000.0,2897000000.0,2608200000.0,2448000000.0
Deferred Long Term Asset Charges,413200000.0,419100000.0,487700000.0,155300000.0
Short Long Term Debt,121200000.0,199700000.0,83800000.0,37900000.0
Other Stockholder Equity,314000000.0,333600000.0,234000000.0,157400000.0
Property Plant Equipment,4513300000.0,4147500000.0,4049300000.0,3721700000.0
Total Current Assets,4592900000.0,5078600000.0,4493700000.0,3873100000.0
Long Term Investments,105200000.0,115100000.0,72700000.0,44200000.0
Net Tangible Assets,4743200000.0,5064300000.0,4675000000.0,3404700000.0
Net Receivables,1101300000.0,1224900000.0,1454300000.0,1331500000.0
Long Term Debt,662800000.0,631000000.0,667600000.0,801400000.0
Inventory,1921600000.0,2056900000.0,1945900000.0,1658800000.0
Accounts Payable,1238400000.0,1556700000.0,1400300000.0,1381700000.0
