,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,468570000.0,444008000.0,482189000.0,440789000.0
Total Liab,6462732000.0,4467968000.0,3918009000.0,3952035000.0
Total Stockholder Equity,5573753000.0,5412330000.0,4177407000.0,3829386000.0
Minority Interest,90645000.0,79536000.0,105518000.0,96744000.0
Other Current Liab,784018000.0,569373000.0,452396000.0,382599000.0
Total Assets,12127130000.0,9959834000.0,8200934000.0,7878165000.0
Common Stock,4001057000.0,3967101000.0,3006555000.0,2885764000.0
Retained Earnings,1397417000.0,1299163000.0,1143643000.0,996791000.0
Other Liab,439839000.0,408989000.0,257849000.0,286499000.0
Good Will,6486334000.0,6320730000.0,5239999000.0,4940445000.0
Treasury Stock,175279000.0,146066000.0,27209000.0,-53169000.0
Other Assets,127287000.0,85458000.0,51085000.0,54464000.0
Cash,1230149000.0,736646000.0,313268000.0,437617000.0
Total Current Liabilities,2070133000.0,1849384000.0,867863000.0,1613648000.0
Deferred Long Term Asset Charges,70759000.0,39166000.0,25755000.0,32044000.0
Short Long Term Debt,364198000.0,824884000.0,2700000.0,819253000.0
Other Stockholder Equity,175426000.0,146275000.0,27889000.0,-53020000.0
Property Plant Equipment,2498080000.0,1268319000.0,1155481000.0,1101890000.0
Total Current Assets,2455105000.0,1753184000.0,1231709000.0,1302443000.0
Long Term Investments,91754000.0,88135000.0,40471000.0,38134000.0
Net Tangible Assets,-1381151000.0,-1352408000.0,-1544781000.0,-1551848000.0
Net Receivables,986770000.0,827932000.0,747355000.0,716589000.0
Long Term Debt,2872429000.0,2207884000.0,2792113000.0,2050492000.0
Inventory,163425000.0,119673000.0,106780000.0,96220000.0
Accounts Payable,362027000.0,229670000.0,207024000.0,215515000.0
