,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Total Liab,292303000.0,418445000.0,380759000.0,337127000.0
Total Stockholder Equity,2573767000.0,2875446000.0,2735330000.0,2604053000.0
Other Current Liab,2304000.0,1530000.0,1732000.0,1537000.0
Total Assets,2866070000.0,3293891000.0,3116089000.0,2941180000.0
Common Stock,1644321000.0,1633055000.0,1582431000.0,1553896000.0
Retained Earnings,268412000.0,273235000.0,254788000.0,255704000.0
Other Liab,289999000.0,416915000.0,379027000.0,335590000.0
Treasury Stock,661034000.0,969156000.0,898111000.0,794453000.0
Other Assets,4409000.0,3725000.0,2965000.0,5174000.0
Cash,114069000.0,110306000.0,131815000.0,118376000.0
Total Current Liabilities,2304000.0,1530000.0,1732000.0,1537000.0
Deferred Long Term Asset Charges,292000.0,294000.0,360000.0,388000.0
Other Stockholder Equity,661034000.0,969156000.0,898111000.0,794453000.0
Property Plant Equipment,5376000.0,37000.0,68000.0,77000.0
Total Current Assets,125417000.0,125768000.0,159788000.0,149048000.0
Long Term Investments,2730868000.0,3164361000.0,2953268000.0,2786881000.0
Net Tangible Assets,2573767000.0,2875446000.0,2735330000.0,2604053000.0
Net Receivables,10938000.0,15187000.0,27829000.0,24336000.0
Short Term Investments,,,,6209000.0
