,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,478600000.0,497600000.0,513500000.0,355900000.0
Total Liab,1939300000.0,1592600000.0,1559000000.0,1132600000.0
Total Stockholder Equity,2570000000.0,2534300000.0,2488100000.0,1825000000.0
Minority Interest,1000000.0,2300000.0,,
Deferred Long Term Liab,5500000.0,4200000.0,3000000.0,
Other Current Liab,262900000.0,270400000.0,229500000.0,181000000.0
Total Assets,4510300000.0,4129200000.0,4047100000.0,2957600000.0
Common Stock,2688700000.0,2678200000.0,2671000000.0,2083000000.0
Retained Earnings,-142600000.0,-167900000.0,-234800000.0,-298400000.0
Other Liab,423600000.0,417500000.0,415700000.0,444400000.0
Good Will,1816000000.0,1827300000.0,1796600000.0,1229400000.0
Treasury Stock,23900000.0,24000000.0,51900000.0,40400000.0
Other Assets,85100000.0,80000000.0,63900000.0,89500000.0
Cash,79800000.0,56200000.0,52000000.0,43200000.0
Total Current Liabilities,519900000.0,477500000.0,431600000.0,380400000.0
Deferred Long Term Asset Charges,64200000.0,62700000.0,56200000.0,89500000.0
Short Long Term Debt,400000.0,,,62400000.0
Other Stockholder Equity,23900000.0,24000000.0,51900000.0,40400000.0
Property Plant Equipment,1592800000.0,1232000000.0,1184000000.0,936500000.0
Total Current Assets,470300000.0,488500000.0,474900000.0,334800000.0
Long Term Investments,67500000.0,3800000.0,14200000.0,11500000.0
Net Tangible Assets,275400000.0,209400000.0,178000000.0,239700000.0
Net Receivables,352600000.0,386300000.0,377700000.0,247900000.0
Long Term Debt,627700000.0,580300000.0,623500000.0,307800000.0
Inventory,19400000.0,19900000.0,21000000.0,11100000.0
Accounts Payable,116200000.0,123100000.0,112900000.0,91000000.0
Other Current Assets,,8800000.0,8800000.0,32600000.0
