,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,297000.0,383000.0,343000.0,107000.0
Total Liab,35863000.0,17578000.0,11339000.0,12100000.0
Total Stockholder Equity,76029000.0,63847000.0,67412000.0,51395000.0
Other Current Liab,18398000.0,7616000.0,3887000.0,4285000.0
Total Assets,111892000.0,81425000.0,78751000.0,63495000.0
Common Stock,23122000.0,23504000.0,23259000.0,20205000.0
Retained Earnings,51621000.0,39499000.0,43375000.0,30478000.0
Other Liab,949000.0,667000.0,583000.0,429000.0
Treasury Stock,1286000.0,844000.0,778000.0,712000.0
Other Assets,3807000.0,4700000.0,6526000.0,4126000.0
Cash,85516000.0,58459000.0,52669000.0,34340000.0
Total Current Liabilities,31140000.0,16911000.0,10756000.0,11671000.0
Deferred Long Term Asset Charges,3807000.0,4700000.0,6526000.0,4126000.0
Other Stockholder Equity,1286000.0,844000.0,778000.0,712000.0
Property Plant Equipment,6351000.0,2533000.0,2859000.0,2613000.0
Total Current Assets,101437000.0,73809000.0,66796000.0,56649000.0
Net Tangible Assets,75732000.0,63464000.0,67069000.0,51288000.0
Net Receivables,11983000.0,10099000.0,7199000.0,5648000.0
Accounts Payable,6786000.0,5914000.0,4444000.0,4916000.0
Other Current Assets,,,52000.0,14757000.0
Long Term Investments,,,2227000.0,
