,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Total Liab,1011294000.0,1194451000.0,1119120000.0,982350000.0
Total Stockholder Equity,6239895000.0,6623588000.0,6338543000.0,5965084000.0
Minority Interest,622000.0,1158000.0,717000.0,419000.0
Other Current Liab,36420000.0,29131000.0,20099000.0,13927000.0
Total Assets,7251811000.0,7819197000.0,7458380000.0,6947853000.0
Common Stock,2947243000.0,2888136000.0,2811721000.0,2756256000.0
Retained Earnings,3292652000.0,3735452000.0,3526822000.0,3208828000.0
Other Liab,974874000.0,1165320000.0,1098921000.0,968423000.0
Other Assets,872000.0,,1257000.0,349000.0
Cash,111318000.0,206429000.0,99183000.0,105125000.0
Total Current Liabilities,36420000.0,29131000.0,20199000.0,13927000.0
Deferred Long Term Asset Charges,872000.0,,1257000.0,349000.0
Total Current Assets,132969000.0,246557000.0,176417000.0,157136000.0
Long Term Investments,7117970000.0,7572640000.0,7280706000.0,6790368000.0
Net Tangible Assets,6239895000.0,6623588000.0,6338543000.0,5965084000.0
Net Receivables,17347000.0,40128000.0,77234000.0,52011000.0
