,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,491312000.0,421585000.0,61054000.0,49800000.0
Total Liab,3593999000.0,2482530000.0,443409000.0,529645000.0
Total Stockholder Equity,2749886000.0,1991580000.0,1880838000.0,1158301000.0
Other Current Liab,286481000.0,242200000.0,150452000.0,18621000.0
Total Assets,6343885000.0,4474110000.0,2324247000.0,1687946000.0
Common Stock,1246918000.0,604849000.0,604349000.0,9960000.0
Retained Earnings,1472635000.0,1357202000.0,1268668000.0,1144644000.0
Other Liab,111276000.0,78120000.0,6215000.0,4947000.0
Good Will,1479630000.0,1350581000.0,164687000.0,155369000.0
Treasury Stock,30333000.0,29529000.0,7821000.0,3697000.0
Other Assets,49808000.0,39263000.0,39125000.0,34089000.0
Cash,1004708000.0,127707000.0,539891000.0,101805000.0
Total Current Liabilities,1075454000.0,793192000.0,437194000.0,424698000.0
Deferred Long Term Asset Charges,49808000.0,39263000.0,39125000.0,34089000.0
Short Long Term Debt,48404000.0,24936000.0,,
Other Stockholder Equity,30333000.0,29529000.0,7821000.0,3697000.0
Property Plant Equipment,1345340000.0,664009000.0,568714000.0,528908000.0
Total Current Assets,2903846000.0,1960951000.0,1490667000.0,919780000.0
Long Term Investments,73949000.0,37721000.0,,
Net Tangible Assets,778944000.0,219414000.0,1655097000.0,953132000.0
Net Receivables,915748000.0,864850000.0,405117000.0,360912000.0
Long Term Debt,1773537000.0,1611218000.0,,100000000.0
Inventory,967510000.0,955711000.0,540564000.0,457063000.0
Accounts Payable,591932000.0,526056000.0,286742000.0,353942000.0
Other Current Assets,,1986000.0,4479000.0,
