,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,448168000.0,521950000.0,215184000.0,261800000.0
Capital Surplus,1570694000.0,1511473000.0,1450821000.0,1379130000.0
Total Liab,2090349000.0,2035489000.0,1004943000.0,1508221000.0
Total Stockholder Equity,2497027000.0,2072193000.0,2058980000.0,1960266000.0
Other Current Liab,195078000.0,230167000.0,246593000.0,119805000.0
Total Assets,4587376000.0,4107682000.0,3063923000.0,3468487000.0
Common Stock,580000.0,575000.0,571000.0,569000.0
Retained Earnings,2832991000.0,2436410000.0,2432328000.0,2316237000.0
Other Liab,221575000.0,220637000.0,223706000.0,69484000.0
Good Will,1890324000.0,1856449000.0,1068944000.0,1064874000.0
Treasury Stock,-1907238000.0,-1876265000.0,-1824740000.0,-1735670000.0
Other Assets,145600000.0,144354000.0,286302000.0,65245000.0
Cash,463156000.0,147128000.0,188701000.0,821935000.0
Total Current Liabilities,602761000.0,555991000.0,511249000.0,360126000.0
Deferred Long Term Asset Charges,41065000.0,45478000.0,53818000.0,61503000.0
Short Long Term Debt,11987000.0,11992000.0,11466000.0,
Other Stockholder Equity,-283982000.0,-253009000.0,-224328000.0,-189059000.0
Property Plant Equipment,535683000.0,387460000.0,386550000.0,394241000.0
Total Current Assets,1523459000.0,1145366000.0,1065717000.0,1644003000.0
Long Term Investments,44142000.0,52103000.0,41226000.0,38324000.0
Net Tangible Assets,158535000.0,-306206000.0,774852000.0,633592000.0
Net Receivables,484095000.0,538318000.0,497023000.0,450530000.0
Long Term Debt,1164133000.0,1258861000.0,269988000.0,1078611000.0
Inventory,416915000.0,349641000.0,268701000.0,268319000.0
Accounts Payable,135786000.0,115725000.0,92723000.0,92763000.0
Other Current Assets,,,281000.0,2614000.0
