,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,17150000.0,22129000.0,1876000.0,4872000.0
Total Liab,23138000.0,82099000.0,12931000.0,12952000.0
Total Stockholder Equity,93918000.0,52940000.0,40794000.0,21688000.0
Deferred Long Term Liab,651000.0,1112000.0,1464000.0,
Other Current Liab,14525000.0,15110000.0,10032000.0,10622000.0
Total Assets,117056000.0,135039000.0,53725000.0,34640000.0
Common Stock,95918000.0,94609000.0,93666000.0,92312000.0
Other Current Assets,2154000.0,1933000.0,1300000.0,1478000.0
Retained Earnings,-3502000.0,-34684000.0,-50685000.0,-69512000.0
Good Will,66805000.0,66805000.0,,
Treasury Stock,1502000.0,-6985000.0,-2187000.0,-1112000.0
Other Assets,3111000.0,15936000.0,23533000.0,1256000.0
Cash,4843000.0,7203000.0,13926000.0,17886000.0
Total Current Liabilities,22434000.0,46428000.0,12931000.0,12952000.0
Deferred Long Term Asset Charges,1845000.0,13255000.0,20930000.0,
Other Stockholder Equity,1502000.0,-6985000.0,-2187000.0,-1112000.0
Property Plant Equipment,2778000.0,4443000.0,1221000.0,1806000.0
Total Current Assets,27212000.0,25726000.0,27095000.0,26706000.0
Net Tangible Assets,9963000.0,-35994000.0,38918000.0,16816000.0
Net Receivables,17837000.0,13911000.0,9245000.0,5556000.0
Accounts Payable,326000.0,621000.0,842000.0,571000.0
Short Long Term Debt,,23611000.0,,
Long Term Debt,,33333000.0,,
