,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,1900168.0,2148016.0,2395864.0,2519788.0
Total Liab,14044917.0,2129036.0,1362955.0,1242998.0
Total Stockholder Equity,23812024.0,26099479.0,28458970.0,10812866.0
Other Current Liab,1625616.0,1170131.0,719364.0,471323.0
Total Assets,37856941.0,28228515.0,29821925.0,12055864.0
Common Stock,139070502.0,139070502.0,138120502.0,114476370.0
Other Current Assets,1871475.0,310321.0,,
Retained Earnings,-110656209.0,-106459114.0,-103269221.0,-97295089.0
Other Liab,166834.0,65035.0,144538.0,173387.0
Treasury Stock,-4602269.0,-6511909.0,-6392311.0,-6368415.0
Other Assets,141870.0,170767.0,161288.0,124460.0
Cash,11647701.0,13920695.0,3147081.0,5496609.0
Total Current Liabilities,9474531.0,2064001.0,1218417.0,1069611.0
Short Long Term Debt,495873.0,,,
Other Stockholder Equity,-4602269.0,-6511909.0,-6392311.0,-6368415.0
Property Plant Equipment,16536901.0,6008219.0,1139665.0,1452354.0
Total Current Assets,19278002.0,19901513.0,26125108.0,7959262.0
Net Tangible Assets,21911856.0,23951463.0,26063106.0,8293078.0
Short Term Investments,50000.0,50000.0,19050000.0,50000.0
Net Receivables,3921519.0,4405047.0,2679675.0,1369535.0
Long Term Debt,1983494.0,,,
Inventory,1217042.0,1215450.0,1083586.0,981112.0
Accounts Payable,1611945.0,581698.0,223355.0,421414.0
