,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,30016000.0,7469000.0,216000.0,124736.0
Total Liab,32425000.0,25448000.0,11544000.0,6375451.0
Total Stockholder Equity,421694000.0,25870000.0,3334000.0,1605431.0
Other Current Liab,10946000.0,7346000.0,483000.0,380799.0
Total Assets,454119000.0,51318000.0,14878000.0,7980882.0
Common Stock,421812000.0,46691000.0,11907000.0,5377491.0
Other Current Assets,57000.0,3000.0,,
Retained Earnings,-6183000.0,-22104000.0,-8573000.0,-3772060.0
Other Liab,4216000.0,4043000.0,474000.0,328539.0
Good Will,176011000.0,13451000.0,,
Treasury Stock,6065000.0,1283000.0,,
Other Assets,168000.0,,,
Cash,189150000.0,19131000.0,847000.0,502309.0
Total Current Liabilities,24356000.0,13891000.0,3028000.0,1493255.0
Deferred Long Term Asset Charges,168000.0,,,
Other Stockholder Equity,6065000.0,1283000.0,,
Property Plant Equipment,48753000.0,8053000.0,12974000.0,6971217.0
Total Current Assets,199171000.0,22345000.0,1688000.0,884929.0
Net Tangible Assets,215667000.0,4950000.0,3118000.0,1480695.0
Short Term Investments,75000.0,26000.0,18000.0,32017.0
Net Receivables,6989000.0,2331000.0,619000.0,315252.0
Inventory,959000.0,275000.0,13000.0,
Accounts Payable,5601000.0,3630000.0,973000.0,342804.0
Short Long Term Debt,,750000.0,346000.0,38112.0
Long Term Debt,,1725000.0,15000.0,217726.0
