,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,18100000.0,23900000.0,21300000.0,16800000.0
Total Liab,25212000000.0,23834700000.0,21814700000.0,20125400000.0
Total Stockholder Equity,3249600000.0,3600300000.0,3485400000.0,2888100000.0
Other Current Liab,3238700000.0,2567900000.0,2119200000.0,2387800000.0
Total Assets,28461600000.0,27457500000.0,25300500000.0,23026700000.0
Common Stock,2424700000.0,2155300000.0,2148500000.0,1641900000.0
Other Current Assets,529400000.0,703900000.0,856700000.0,461700000.0
Retained Earnings,922900000.0,1559000000.0,1467000000.0,1350100000.0
Other Liab,13618100000.0,13872200000.0,12720900000.0,10998500000.0
Good Will,579900000.0,557300000.0,571600000.0,571600000.0
Treasury Stock,-98000000.0,-114000000.0,-130100000.0,-103900000.0
Other Assets,4508100000.0,4506900000.0,4692600000.0,4897700000.0
Cash,661900000.0,791900000.0,839000000.0,637100000.0
Total Current Liabilities,8808000000.0,7229800000.0,6274800000.0,6101800000.0
Deferred Long Term Asset Charges,49800000.0,7000000.0,13800000.0,15700000.0
Short Long Term Debt,170600000.0,214000000.0,263300000.0,346300000.0
Other Stockholder Equity,-50900000.0,-52400000.0,-33300000.0,-16500000.0
Property Plant Equipment,58300000.0,28600000.0,161400000.0,109200000.0
Total Current Assets,10739400000.0,12338300000.0,9827700000.0,8196900000.0
Long Term Investments,12557800000.0,10002500000.0,10025900000.0,9234500000.0
Net Tangible Assets,2651600000.0,3019100000.0,2892500000.0,2299700000.0
Net Receivables,527400000.0,412100000.0,246000000.0,448000000.0
Long Term Debt,2724600000.0,2732700000.0,2819000000.0,3025100000.0
Accounts Payable,-1000000.0,-600000.0,76300000.0,80200000.0
Minority Interest,,22500000.0,400000.0,13200000.0
