,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Total Liab,1426891000.0,1357193000.0,995630000.0,963705000.0
Total Stockholder Equity,1901481000.0,1522412000.0,1411517000.0,1165074000.0
Other Current Liab,93228000.0,79413000.0,70072000.0,62227000.0
Total Assets,3328372000.0,2879605000.0,2407147000.0,2128779000.0
Common Stock,1653735000.0,1414012000.0,1376011000.0,1303009000.0
Other Current Assets,108256000.0,155503000.0,31317000.0,29565000.0
Retained Earnings,241384000.0,103371000.0,31666000.0,-140653000.0
Treasury Stock,6362000.0,5029000.0,3840000.0,2718000.0
Other Assets,929000.0,709000.0,51628000.0,56755000.0
Cash,31459000.0,70661000.0,26858000.0,21321000.0
Total Current Liabilities,121071000.0,99614000.0,85185000.0,71141000.0
Deferred Long Term Asset Charges,929000.0,709000.0,499000.0,297000.0
Short Long Term Debt,1305820000.0,1257579000.0,910445000.0,892756000.0
Other Stockholder Equity,6362000.0,5029000.0,3840000.0,2718000.0
Property Plant Equipment,3181472000.0,2651340000.0,2293023000.0,2019869000.0
Total Current Assets,145850000.0,227556000.0,62496000.0,52155000.0
Long Term Investments,121000.0,,,
Net Tangible Assets,1901481000.0,1522412000.0,1411517000.0,1165074000.0
Net Receivables,6135000.0,1392000.0,4321000.0,1269000.0
Long Term Debt,1305820000.0,1257579000.0,910445000.0,892564000.0
Accounts Payable,2350000.0,620000.0,664000.0,3000.0
