,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,107500000.0,119600000.0,124100000.0,135800000.0
Total Liab,2644400000.0,1934200000.0,1284900000.0,1069500000.0
Total Stockholder Equity,3308900000.0,2814600000.0,2750400000.0,2612600000.0
Minority Interest,-3200000.0,-1200000.0,-300000.0,
Other Current Liab,4600000.0,22000000.0,18300000.0,2000000.0
Total Assets,5950100000.0,4747600000.0,4035000000.0,3682100000.0
Common Stock,3034100000.0,2475400000.0,2472000000.0,2469200000.0
Other Current Assets,201000000.0,1000000.0,400000.0,
Retained Earnings,278000000.0,335500000.0,276800000.0,165100000.0
Other Liab,112300000.0,122700000.0,74900000.0,38900000.0
Good Will,765400000.0,744200000.0,709500000.0,646400000.0
Treasury Stock,-3200000.0,3700000.0,1600000.0,-21700000.0
Other Assets,1478900000.0,1382900000.0,1049000000.0,742100000.0
Cash,224200000.0,139900000.0,103900000.0,190800000.0
Total Current Liabilities,395900000.0,346500000.0,244800000.0,229000000.0
Short Long Term Debt,800000.0,50000000.0,200000.0,200000.0
Other Stockholder Equity,6600000.0,12500000.0,18700000.0,-3000000.0
Property Plant Equipment,2182400000.0,1315400000.0,1006700000.0,906600000.0
Total Current Assets,806000000.0,506600000.0,427400000.0,493500000.0
Long Term Investments,609900000.0,678900000.0,718300000.0,757700000.0
Net Tangible Assets,2436000000.0,1950800000.0,1916800000.0,1830400000.0
Net Receivables,340300000.0,326800000.0,295900000.0,283600000.0
Long Term Debt,1488600000.0,1453500000.0,957100000.0,798000000.0
Inventory,5000000.0,4500000.0,2400000.0,2000000.0
Accounts Payable,193900000.0,174600000.0,137700000.0,149500000.0
