,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Intangible Assets,100400000.0,102500000.0,304300000.0,270900000.0
Total Liab,4089000000.0,3993800000.0,3886200000.0,3173500000.0
Total Stockholder Equity,8296400000.0,8067500000.0,7050300000.0,5904600000.0
Minority Interest,325800000.0,325800000.0,325800000.0,325800000.0
Other Current Liab,782300000.0,609900000.0,613400000.0,496400000.0
Total Assets,12711200000.0,12387100000.0,11262300000.0,9403900000.0
Common Stock,8031700000.0,8031700000.0,7936200000.0,7846900000.0
Other Current Assets,245600000.0,15700000.0,18200000.0,15200000.0
Retained Earnings,321400000.0,3000000.0,-753500000.0,-611800000.0
Other Liab,367200000.0,447500000.0,442000000.0,380400000.0
Good Will,671500000.0,678100000.0,672100000.0,661800000.0
Treasury Stock,-56700000.0,32800000.0,-132400000.0,-1330500000.0
Other Assets,2643800000.0,3556100000.0,4094500000.0,3677000000.0
Cash,2095100000.0,1337000000.0,746500000.0,359900000.0
Total Current Liabilities,872300000.0,701400000.0,671900000.0,558100000.0
Deferred Long Term Asset Charges,10200000.0,12300000.0,16700000.0,11600000.0
Short Long Term Debt,2878300000.0,2865200000.0,2772300000.0,2235200000.0
Other Stockholder Equity,-56700000.0,32800000.0,-132400000.0,-1330500000.0
Total Current Assets,3602400000.0,2443800000.0,1487400000.0,860000000.0
Long Term Investments,5693100000.0,5606600000.0,4686500000.0,3915000000.0
Net Tangible Assets,7524500000.0,7286900000.0,6073900000.0,4971900000.0
Net Receivables,552000000.0,404100000.0,358400000.0,363800000.0
Long Term Debt,2849500000.0,2844900000.0,2772300000.0,2235000000.0
Inventory,709700000.0,687000000.0,364300000.0,121100000.0
Accounts Payable,61200000.0,71200000.0,49500000.0,53400000.0
Property Plant Equipment,,,17500000.0,19200000.0
