,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,299900000.0,1310000.0,1766000.0,1595000.0
Total Liab,12012500000.0,12095742000.0,9788818000.0,7266887000.0
Total Stockholder Equity,1016100000.0,235101000.0,216380000.0,96465000.0
Minority Interest,7500000.0,3482000.0,16695000.0,17136000.0
Other Current Liab,113500000.0,57113000.0,43896000.0,13522000.0
Total Assets,13036100000.0,12334325000.0,10021893000.0,7380488000.0
Common Stock,719000000.0,186565000.0,186565000.0,86565000.0
Retained Earnings,452600000.0,52867000.0,35258000.0,12599000.0
Other Liab,58000000.0,36975000.0,43618000.0,23892000.0
Treasury Stock,-155500000.0,-4331000.0,-5443000.0,-2699000.0
Other Assets,64600000.0,80307000.0,67037000.0,50337000.0
Cash,498400000.0,679858000.0,351445000.0,255749000.0
Total Current Liabilities,162400000.0,2192152000.0,2267165000.0,2876280000.0
Deferred Long Term Asset Charges,64600000.0,54469000.0,46358000.0,42872000.0
Other Stockholder Equity,-155500000.0,-4331000.0,-5443000.0,-2699000.0
Property Plant Equipment,23200000.0,12988000.0,12598000.0,12043000.0
Total Current Assets,960300000.0,962885000.0,606434000.0,334771000.0
Long Term Investments,11688100000.0,11237458000.0,9299165000.0,6976896000.0
Net Tangible Assets,716200000.0,194414000.0,179721000.0,90024000.0
Net Receivables,447400000.0,262097000.0,238127000.0,77540000.0
Long Term Debt,11792100000.0,9865756000.0,7477448000.0,4366117000.0
Deferred Long Term Liab,,4295000.0,5157000.0,
Good Will,,39377000.0,34893000.0,4846000.0
Short Long Term Debt,,55244000.0,37913000.0,17381000.0
