,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,89697000.0,,,
Total Liab,1995605000.0,740863000.0,447054000.0,328204000.0
Total Stockholder Equity,5084931000.0,1816754000.0,1263106000.0,1157596000.0
Other Current Liab,268011000.0,230803000.0,50251000.0,22283000.0
Total Assets,7080536000.0,2557617000.0,1710160000.0,1485800000.0
Common Stock,3289497000.0,886309000.0,923964000.0,951184000.0
Retained Earnings,1528481000.0,887031000.0,391918000.0,137212000.0
Other Liab,1443982000.0,318778000.0,244668000.0,175515000.0
Treasury Stock,266953000.0,43414000.0,-52776000.0,69200000.0
Other Assets,50555000.0,10916000.0,52088000.0,27810000.0
Cash,847638000.0,707206000.0,332227000.0,231596000.0
Total Current Liabilities,532348000.0,416945000.0,192627000.0,130472000.0
Deferred Long Term Asset Charges,34083000.0,10732000.0,7796000.0,
Other Stockholder Equity,266953000.0,43414000.0,-52776000.0,69200000.0
Property Plant Equipment,5804199000.0,1496926000.0,1117170000.0,1049309000.0
Total Current Assets,1036670000.0,794630000.0,397912000.0,295818000.0
Long Term Investments,99415000.0,255145000.0,142990000.0,112863000.0
Net Tangible Assets,4995234000.0,1816754000.0,1263106000.0,1157596000.0
Net Receivables,23162000.0,30149000.0,20151000.0,15668000.0
Inventory,149203000.0,47686000.0,40089000.0,41432000.0
Accounts Payable,208736000.0,121546000.0,108295000.0,69155000.0
