,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,6327000000.0,6630000000.0,6873000000.0,7048000000.0
Total Liab,29256000000.0,28059000000.0,28104000000.0,27573000000.0
Total Stockholder Equity,14473000000.0,14549000000.0,14632000000.0,14541000000.0
Minority Interest,674000000.0,-19000000.0,-13000000.0,19000000.0
Deferred Long Term Liab,1354000000.0,1232000000.0,1180000000.0,1241000000.0
Other Current Liab,2956000000.0,3191000000.0,2547000000.0,2602000000.0
Total Assets,44403000000.0,42589000000.0,42723000000.0,42133000000.0
Common Stock,4530000000.0,4530000000.0,4530000000.0,4530000000.0
Other Current Assets,211000000.0,352000000.0,141000000.0,17000000.0
Retained Earnings,10010000000.0,10153000000.0,10328000000.0,10221000000.0
Other Liab,3089000000.0,3192000000.0,3615000000.0,3070000000.0
Good Will,1085000000.0,1076000000.0,1049000000.0,1269000000.0
Treasury Stock,-67000000.0,-134000000.0,-226000000.0,-210000000.0
Other Assets,4780000000.0,4076000000.0,3695000000.0,3489000000.0
Cash,499000000.0,604000000.0,629000000.0,938000000.0
Total Current Liabilities,10094000000.0,9553000000.0,8785000000.0,9159000000.0
Deferred Long Term Asset Charges,66000000.0,59000000.0,54000000.0,44000000.0
Short Long Term Debt,2442000000.0,2062000000.0,859000000.0,952000000.0
Other Stockholder Equity,-67000000.0,-134000000.0,-226000000.0,-210000000.0
Property Plant Equipment,24529000000.0,21836000000.0,22108000000.0,21350000000.0
Total Current Assets,6534000000.0,7303000000.0,7290000000.0,7862000000.0
Long Term Investments,1148000000.0,1668000000.0,1708000000.0,1115000000.0
Net Tangible Assets,7061000000.0,6843000000.0,6710000000.0,6224000000.0
Net Receivables,5123000000.0,5399000000.0,5594000000.0,5479000000.0
Long Term Debt,13386000000.0,15101000000.0,15430000000.0,15110000000.0
Inventory,418000000.0,448000000.0,492000000.0,893000000.0
Accounts Payable,988000000.0,849000000.0,1588000000.0,1185000000.0
