,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-580460000.0,-61680000.0,-54893000.0,-72800000.0
Change To Liabilities,6182000.0,-3752000.0,3130000.0,900000.0
Total Cashflows From Investing Activities,-1141855000.0,-477504000.0,-172039000.0,-181000000.0
Net Borrowings,302998000.0,95867000.0,70825000.0,143900000.0
Total Cash From Financing Activities,1057327000.0,414719000.0,112974000.0,144100000.0
Issuance Of Stock,846192000.0,377732000.0,91878000.0,33900000.0
Net Income,122415000.0,69559000.0,83329000.0,34600000.0
Change In Cash,32012000.0,898000.0,2628000.0,2400000.0
Total Cash From Operating Activities,116540000.0,63683000.0,61693000.0,39300000.0
Other Cashflows From Investing Activities,-9836000.0,9439000.0,1831000.0,-34800000.0
Dividends Paid,-91863000.0,-58880000.0,-49729000.0,-26600000.0
Change To Account Receivables,-11701000.0,-2389000.0,1431000.0,100000.0
Change To Netincome,-356000.0,265000.0,-26197000.0,-11200000.0
Other Cashflows From Financing Activities,,,,-7100000.0
