,2020-06-28,2019-06-30,2018-07-01,2017-07-02
Investments,150000.0,-406000.0,566000.0,-812000.0
Change To Liabilities,137246000.0,10032000.0,14945000.0,2695000.0
Total Cashflows From Investing Activities,-98876000.0,-91460000.0,-153971000.0,-88260000.0
Net Borrowings,7949000.0,19993000.0,240975000.0,6145000.0
Total Cash From Financing Activities,-70143000.0,-64463000.0,-8147000.0,-52625000.0
Change To Operating Activities,-10857000.0,10224000.0,-1479000.0,-6648000.0
Issuance Of Stock,24744000.0,10135000.0,18830000.0,16871000.0
Net Income,138483000.0,115912000.0,121466000.0,102857000.0
Change In Cash,144274000.0,25408000.0,25542000.0,-9880000.0
Effect Of Exchange Rate,1883000.0,4930000.0,2216000.0,-1864000.0
Total Cash From Operating Activities,311410000.0,176401000.0,185444000.0,132869000.0
Depreciation,105289000.0,45197000.0,38879000.0,36240000.0
Other Cashflows From Investing Activities,52025000.0,71581000.0,42295000.0,37045000.0
Dividends Paid,-102806000.0,-96124000.0,-90808000.0,-77086000.0
Change To Inventory,-5632000.0,-1801000.0,2802000.0,-4332000.0
Change To Account Receivables,-51896000.0,-12297000.0,-3639000.0,-568000.0
Other Cashflows From Financing Activities,-30000.0,1533000.0,6335000.0,1445000.0
Change To Netincome,-16468000.0,-15414000.0,-13979000.0,-5062000.0
Capital Expenditures,-95878000.0,-89200000.0,-54056000.0,-66009000.0
Repurchase Of Stock,,,-183479000.0,-183479000.0
