,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-42775000.0,12228000.0,17345000.0,-44542000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-47115000.0,8665000.0,14454000.0,-46364000.0
Net Borrowings,-4815000.0,-4815000.0,-4815000.0,-4815000.0
Total Cash From Financing Activities,119092000.0,598000.0,2877000.0,3815000.0
Change To Operating Activities,18681000.0,-5479000.0,-3466000.0,-6432000.0
Issuance Of Stock,128913000.0,598000.0,2877000.0,3815000.0
Net Income,-38057000.0,-18439000.0,-17146000.0,-14820000.0
Change In Cash,79861000.0,-4664000.0,4512000.0,-58172000.0
Effect Of Exchange Rate,-310000.0,4000.0,-20000.0,-52000.0
Total Cash From Operating Activities,8194000.0,-13931000.0,-12799000.0,-15571000.0
Depreciation,12359000.0,7849000.0,7064000.0,5984000.0
Other Cashflows From Investing Activities,405000.0,405000.0,405000.0,405000.0
Other Cashflows From Financing Activities,-5006000.0,-5006000.0,-5006000.0,-5006000.0
Change To Netincome,15046000.0,2123000.0,681000.0,-78000.0
Capital Expenditures,-1663000.0,-1045000.0,-2891000.0,-1822000.0
Change To Inventory,,,68000.0,-225000.0
