,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-152100000.0,-105400000.0,-76500000.0,-183900000.0
Change To Liabilities,-142700000.0,6800000.0,32200000.0,62000000.0
Total Cashflows From Investing Activities,-392400000.0,-433000000.0,-552100000.0,-591500000.0
Net Borrowings,376600000.0,296000000.0,-248700000.0,249500000.0
Total Cash From Financing Activities,206000000.0,25600000.0,151600000.0,72900000.0
Net Income,-94600000.0,198000000.0,148100000.0,264400000.0
Change In Cash,-48200000.0,4000000.0,-3400000.0,-45300000.0
Repurchase Of Stock,-12200000.0,-6700000.0,-6700000.0,-6700000.0
Total Cash From Operating Activities,138200000.0,411400000.0,397100000.0,473300000.0
Depreciation,178800000.0,170700000.0,164800000.0,147400000.0
Dividends Paid,-91700000.0,-215600000.0,-132100000.0,-123900000.0
Change To Inventory,1100000.0,-2000000.0,-3600000.0,-2900000.0
Change To Account Receivables,128800000.0,-33900000.0,-19800000.0,-99400000.0
Other Cashflows From Financing Activities,-66700000.0,-48100000.0,43000000.0,-52700000.0
Change To Netincome,96500000.0,36800000.0,91400000.0,64800000.0
Capital Expenditures,-240300000.0,-327600000.0,-475600000.0,-407600000.0
Issuance Of Stock,,,489400000.0,489400000.0
