,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,5000000.0,1000000.0,2300000.0,900000.0
Change To Liabilities,-328000000.0,237000000.0,-120600000.0,-478900000.0
Total Cashflows From Investing Activities,-104000000.0,-3828000000.0,-399100000.0,-62500000.0
Net Borrowings,-482000000.0,1081000000.0,-104800000.0,-112800000.0
Total Cash From Financing Activities,-718000000.0,3801000000.0,166100000.0,-133800000.0
Change To Operating Activities,156000000.0,9000000.0,35800000.0,-46800000.0
Net Income,171000000.0,152000000.0,62200000.0,33500000.0
Change In Cash,-2000000.0,214000000.0,33600000.0,-128800000.0
Effect Of Exchange Rate,-9000000.0,5000000.0,6900000.0,-11400000.0
Total Cash From Operating Activities,829000000.0,236000000.0,259700000.0,78900000.0
Depreciation,334000000.0,59000000.0,38500000.0,49700000.0
Dividends Paid,-208000000.0,-99000000.0,-27300000.0,-27300000.0
Change To Account Receivables,351000000.0,-283000000.0,198400000.0,456600000.0
Other Cashflows From Financing Activities,-28000000.0,-27000000.0,-23800000.0,-21000000.0
Change To Netincome,122000000.0,39000000.0,18900000.0,31100000.0
Capital Expenditures,-38000000.0,-12000000.0,-41700000.0,-44700000.0
Issuance Of Stock,,2846000000.0,322000000.0,322000000.0
