,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-42600000.0,5600000.0,7600000.0,25800000.0
Total Cashflows From Investing Activities,-88600000.0,-58200000.0,-164800000.0,-129900000.0
Net Borrowings,28800000.0,169100000.0,266700000.0,-2800000.0
Total Cash From Financing Activities,-252400000.0,-92200000.0,-279900000.0,-252700000.0
Change To Operating Activities,10700000.0,-500000.0,-17600000.0,-16200000.0
Net Income,260800000.0,408500000.0,360300000.0,269100000.0
Change In Cash,47300000.0,312400000.0,-151400000.0,-11300000.0
Repurchase Of Stock,-4900000.0,-16600000.0,-342900000.0,-65900000.0
Effect Of Exchange Rate,-500000.0,900000.0,-1700000.0,-11200000.0
Total Cash From Operating Activities,388800000.0,461900000.0,295000000.0,382500000.0
Depreciation,147200000.0,149900000.0,85700000.0,99400000.0
Dividends Paid,-276300000.0,-244500000.0,-203700000.0,-184600000.0
Change To Inventory,-38000000.0,-115800000.0,-221700000.0,-169600000.0
Change To Account Receivables,69700000.0,-70300000.0,17000000.0,42900000.0
Change To Netincome,22900000.0,17900000.0,30500000.0,36900000.0
Capital Expenditures,-136600000.0,-132000000.0,-193600000.0,-187800000.0
Other Cashflows From Financing Activities,,-200000.0,-200000.0,600000.0
