,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-9000000.0,57000000.0,-55000000.0,-55000000.0
Change To Liabilities,-459000000.0,81000000.0,-94000000.0,239000000.0
Total Cashflows From Investing Activities,-1968000000.0,-983000000.0,-936000000.0,-715000000.0
Net Borrowings,720000000.0,-29000000.0,-474000000.0,-2453000000.0
Total Cash From Financing Activities,-1281000000.0,-2392000000.0,-1626000000.0,-3282000000.0
Change To Operating Activities,30000000.0,29000000.0,-15000000.0,36000000.0
Net Income,4735000000.0,3187000000.0,879000000.0,2093000000.0
Change In Cash,2981000000.0,1011000000.0,-975000000.0,255000000.0
Repurchase Of Stock,-44000000.0,-129000000.0,-24000000.0,-27000000.0
Effect Of Exchange Rate,-185000000.0,13000000.0,-14000000.0,-4000000.0
Total Cash From Operating Activities,6415000000.0,4373000000.0,1601000000.0,4256000000.0
Depreciation,1400000000.0,1196000000.0,1277000000.0,1243000000.0
Other Cashflows From Investing Activities,-21000000.0,3000000.0,4000000.0,12000000.0
Dividends Paid,-1925000000.0,-1979000000.0,-874000000.0,-755000000.0
Change To Inventory,-56000000.0,-276000000.0,92000000.0,-34000000.0
Change To Account Receivables,380000000.0,-802000000.0,21000000.0,101000000.0
Other Cashflows From Financing Activities,-32000000.0,-14000000.0,-254000000.0,-47000000.0
Change To Netincome,74000000.0,35000000.0,205000000.0,160000000.0
Capital Expenditures,-1945000000.0,-1048000000.0,-901000000.0,-729000000.0
