,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,61400000.0,9400000.0,-4100000.0,32300000.0
Total Cashflows From Investing Activities,-121900000.0,-217500000.0,-132200000.0,-117700000.0
Net Borrowings,-171400000.0,-66000000.0,-20600000.0,-22200000.0
Total Cash From Financing Activities,-192600000.0,125700000.0,-81500000.0,-81200000.0
Change To Operating Activities,23800000.0,-17200000.0,71800000.0,35200000.0
Net Income,-70500000.0,55300000.0,4100000.0,-516800000.0
Change In Cash,24800000.0,35700000.0,-11500000.0,13200000.0
Effect Of Exchange Rate,100000.0,-100000.0,-100000.0,-100000.0
Total Cash From Operating Activities,339200000.0,127600000.0,202200000.0,212200000.0
Depreciation,246100000.0,60200000.0,57100000.0,122100000.0
Dividends Paid,-21200000.0,-52300000.0,-56900000.0,-58400000.0
Change To Inventory,-4600000.0,200000.0,2900000.0,400000.0
Change To Account Receivables,-74400000.0,-18600000.0,-10400000.0,1300000.0
Change To Netincome,179900000.0,42000000.0,62600000.0,541200000.0
Capital Expenditures,-49300000.0,-79600000.0,-57000000.0,-74500000.0
Investments,,9900000.0,9900000.0,9900000.0
Issuance Of Stock,,250500000.0,250500000.0,250500000.0
Other Cashflows From Financing Activities,,-6500000.0,-4000000.0,-600000.0
