,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-130000000.0,-164700000.0,-124900000.0,7900000.0
Change To Liabilities,-70400000.0,55800000.0,135500000.0,89800000.0
Total Cashflows From Investing Activities,-260900000.0,-301300000.0,-269100000.0,-154600000.0
Net Borrowings,300800000.0,262400000.0,302600000.0,168900000.0
Total Cash From Financing Activities,192200000.0,-60500000.0,-427300000.0,43900000.0
Change To Operating Activities,2900000.0,2600000.0,-2600000.0,3500000.0
Net Income,-111700000.0,180300000.0,52200000.0,340200000.0
Change In Cash,221900000.0,21200000.0,-290300000.0,147100000.0
Effect Of Exchange Rate,-13700000.0,10400000.0,13400000.0,-22600000.0
Total Cash From Operating Activities,304300000.0,372600000.0,392700000.0,280400000.0
Depreciation,51700000.0,23900000.0,22400000.0,18600000.0
Other Cashflows From Investing Activities,-1200000.0,-2300000.0,-30600000.0,-30600000.0
Dividends Paid,-77400000.0,-161500000.0,-157700000.0,-146100000.0
Change To Account Receivables,44000000.0,-2500000.0,-22300000.0,7200000.0
Other Cashflows From Financing Activities,-31200000.0,-161400000.0,-589800000.0,-7600000.0
Change To Netincome,310000000.0,59800000.0,141900000.0,-115100000.0
Capital Expenditures,-11400000.0,-19000000.0,-25500000.0,-14700000.0
Issuance Of Stock,,,17600000.0,28700000.0
