,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,7328000.0,5930000.0,351000.0,-521000.0
Total Cashflows From Investing Activities,-361587000.0,-115049000.0,-105130000.0,9243000.0
Net Borrowings,-15542000.0,40197000.0,32500000.0,5752000.0
Total Cash From Financing Activities,303982000.0,52957000.0,73666000.0,-47703000.0
Change To Operating Activities,296000.0,2930000.0,-1750000.0,77000.0
Issuance Of Stock,383753000.0,59909000.0,88034000.0,88034000.0
Net Income,75337000.0,88828000.0,98895000.0,50817000.0
Change In Cash,7730000.0,-11829000.0,12988000.0,3737000.0
Total Cash From Operating Activities,65335000.0,50263000.0,44452000.0,42197000.0
Dividends Paid,-54064000.0,-44684000.0,-45210000.0,-44670000.0
Change To Account Receivables,928000.0,-3350000.0,-499000.0,-353000.0
Other Cashflows From Financing Activities,-10165000.0,-2465000.0,-1658000.0,-8785000.0
Change To Netincome,-19031000.0,-45217000.0,-53305000.0,-9152000.0
Investments,,46229000.0,-44402000.0,-44402000.0
