,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-55625000.0,-481000.0,13338000.0,-15398000.0
Change To Liabilities,1722000.0,19754000.0,-28372000.0,3777000.0
Total Cashflows From Investing Activities,-63393000.0,-2518000.0,4717000.0,-15658000.0
Net Borrowings,-1939000.0,-1939000.0,-1939000.0,-1939000.0
Total Cash From Financing Activities,-94599000.0,-285228000.0,-154219000.0,-122987000.0
Change To Operating Activities,271000.0,184000.0,35000.0,-527000.0
Issuance Of Stock,271981000.0,2368000.0,2729000.0,3721000.0
Net Income,396214000.0,376947000.0,211791000.0,196225000.0
Change In Cash,239325000.0,29093000.0,22852000.0,25881000.0
Effect Of Exchange Rate,-716000.0,2048000.0,2021000.0,-321000.0
Total Cash From Operating Activities,398033000.0,314791000.0,170333000.0,164847000.0
Depreciation,7104000.0,4934000.0,1898000.0,392000.0
Other Cashflows From Investing Activities,-5000.0,-37000.0,161000.0,1000.0
Dividends Paid,-305494000.0,-261340000.0,-147140000.0,-126708000.0
Change To Account Receivables,-3814000.0,-14638000.0,-30649000.0,-20357000.0
Change To Netincome,-4288000.0,-62043000.0,-6327000.0,-12916000.0
Capital Expenditures,-263000.0,-372000.0,-139000.0,-368000.0
