,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,2200000.0,16700000.0,26800000.0,-149400000.0
Change To Liabilities,-1300000.0,46000000.0,44800000.0,4700000.0
Total Cashflows From Investing Activities,-478800000.0,-581700000.0,-363400000.0,-796800000.0
Net Borrowings,-129400000.0,496700000.0,158100000.0,123400000.0
Total Cash From Financing Activities,269900000.0,358300000.0,70500000.0,706000000.0
Change To Operating Activities,18300000.0,15600000.0,11700000.0,22100000.0
Issuance Of Stock,499700000.0,499700000.0,499700000.0,656600000.0
Net Income,87500000.0,196600000.0,199300000.0,77300000.0
Change In Cash,84300000.0,36000000.0,-86900000.0,114200000.0
Repurchase Of Stock,-1100000.0,-3900000.0,-3900000.0,-1100000.0
Effect Of Exchange Rate,-1900000.0,600000.0,-300000.0,-300000.0
Total Cash From Operating Activities,295100000.0,258800000.0,206300000.0,205000000.0
Depreciation,226900000.0,120000000.0,116000000.0,113400000.0
Other Cashflows From Investing Activities,-8100000.0,7900000.0,9100000.0,-346600000.0
Dividends Paid,-88900000.0,-86300000.0,-84100000.0,-57400000.0
Change To Inventory,-700000.0,-1500000.0,-100000.0,-100000.0
Change To Account Receivables,-700000.0,7400000.0,-41900000.0,-72500000.0
Other Cashflows From Financing Activities,-10400000.0,-10400000.0,-3500000.0,-15500000.0
Change To Netincome,-15100000.0,-127100000.0,-145900000.0,63600000.0
Capital Expenditures,-305700000.0,-330200000.0,-195400000.0,-96500000.0
