,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-28112000.0,7332000.0,38062000.0,-61545000.0
Total Cashflows From Investing Activities,-200506000.0,-320097000.0,-220593000.0,-1012762000.0
Net Borrowings,-91982000.0,52615000.0,-15991000.0,190272000.0
Total Cash From Financing Activities,-104976000.0,52615000.0,-24173000.0,802910000.0
Change To Operating Activities,19766000.0,13118000.0,-55628000.0,-70831000.0
Net Income,-178166000.0,34009000.0,61045000.0,-1464870000.0
Change In Cash,-27595000.0,29285000.0,7720000.0,-78435000.0
Total Cash From Operating Activities,277887000.0,296767000.0,252486000.0,131417000.0
Depreciation,229278000.0,203079000.0,193319000.0,160334000.0
Change To Account Receivables,2439000.0,1165000.0,-29251000.0,11869000.0
Other Cashflows From Financing Activities,-12994000.0,-12994000.0,-8182000.0,-5205000.0
Change To Netincome,209916000.0,6454000.0,911000.0,1538681000.0
Capital Expenditures,-137780000.0,-272445000.0,-175732000.0,-161160000.0
Issuance Of Stock,,,,678624000.0
Other Cashflows From Investing Activities,,,,128000.0
Dividends Paid,,,,-60781000.0
