,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Net Income,134800000.0,24017000.0,22659000.0,16993000.0
Change To Liabilities,0.0,5688000.0,12247000.0,2809000.0
Investments,,-1967146000.0,-2337211000.0,-2281275000.0
Total Cashflows From Investing Activities,,-1968523000.0,-2366094000.0,-2281814000.0
Net Borrowings,,2238572000.0,2362455000.0,2091195000.0
Total Cash From Financing Activities,,2157758000.0,2365383000.0,2137076000.0
Change To Operating Activities,,-23262000.0,-11984000.0,-9489000.0
Change In Cash,,286086000.0,94288000.0,-96007000.0
Total Cash From Operating Activities,,96851000.0,94999000.0,48731000.0
Depreciation,,2683000.0,2419000.0,1993000.0
Dividends Paid,,-259000.0,-259000.0,-259000.0
Other Cashflows From Financing Activities,,-80555000.0,2928000.0,45881000.0
Change To Netincome,,87103000.0,69383000.0,36425000.0
Capital Expenditures,,-2447000.0,-2676000.0,-2266000.0
